Timestamp, Sequence Number, SubPoint Number, Vertix Number, Comment, X, Y, Intended X, Intended Y, Scan Velocity, Laser State, Laser Rep. Rate, Spot Type, Spot Size, Spot Angle, MFC1, MFC2, Cell Pressure, Fluence At Sample
2018-02-20 11:49:08.726,1,1,,NIST612_1,68290,62335,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:49:08.726,,,,,68290,62335,,,0,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:49:08.726,,,,,68290,62335,68290,62335,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:49:08.744,,,,,68290,62335,,,,On,10,Manual: B,40,0,0,0,0,
2018-02-20 11:49:38.866,,,,,68290,62335,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:50:18.977,2,1,,NIST610_1,69639,30319,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:50:18.977,,,,,69639,30319,,,0,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:50:18.977,,,,,69639,30319,69639,30319,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:50:18.977,,,,,69639,30319,,,,On,10,Manual: B,35,0,0,0,0,
2018-02-20 11:50:49.022,,,,,69639,30319,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:51:29.135,3,1,,NIST610_2,69699,30265,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:51:29.135,,,,,69699,30265,,,0,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:51:29.135,,,,,69699,30265,69699,30265,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:51:29.135,,,,,69699,30265,,,,On,10,Manual: B,35,0,0,0,0,
2018-02-20 11:51:59.175,,,,,69699,30265,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-20 11:52:39.308,4,1,,NIST612_2,68363,62335,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:52:39.308,,,,,68363,62335,,,0,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:52:39.308,,,,,68363,62335,68363,62335,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:52:39.308,,,,,68363,62335,,,,On,10,Manual: B,40,0,0,0,0,
2018-02-20 11:53:09.345,,,,,68363,62335,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-20 11:53:49.449,5,1,,BT_main_1,47553,66705,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:53:49.449,,,,,47553,66705,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:53:49.449,,,,,47553,66705,47553,66705,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:53:49.449,,,,,47553,66705,,,,On,10,Manual: B,20,0,0,0,0,
2018-02-20 11:54:19.499,,,,,47553,66705,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:54:59.877,6,1,,BT_main_2,47533,66721,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:54:59.877,,,,,47533,66721,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:54:59.877,,,,,47533,66721,47533,66721,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:54:59.878,,,,,47533,66721,,,,On,10,Manual: B,20,0,0,0,0,
2018-02-20 11:55:29.937,,,,,47533,66721,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:56:10.051,7,1,,BT_main_3,47513,66735,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:56:10.051,,,,,47513,66735,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:56:10.051,,,,,47513,66735,47513,66735,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:56:10.051,,,,,47513,66735,,,,On,10,Manual: B,20,0,0,0,0,
2018-02-20 11:56:40.091,,,,,47513,66735,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:57:20.208,8,1,,BT_main_4,47493,66751,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:57:20.208,,,,,47493,66751,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:57:20.208,,,,,47493,66751,47493,66751,,Off,0,Manual: B,20,0,0,0,0,
2018-02-20 11:57:20.208,,,,,47493,66751,,,,On,10,Manual: B,20,0,0,0,0,
