Sample	Sn
BT_main_280	78.76496534
BT_main_281	78.76496534
BT_main_282	78.76496534
BT_main_283	78.76496534
BT_main_284	78.76496534
BT_main_285	78.76496534
BT_main_286	78.76496534
NIST610_40	0.043
NIST612_40	0.00386
BT_main_287	78.76496534
BT_main_288	78.76496534
BT_main_289	78.76496534
BT_main_290	78.76496534
BT_main_291	78.76496534
NIST610_41	0.043
NIST612_41	0.00386
BT_main_292	78.76496534
BT_main_293	78.76496534
BT_main_294	78.76496534
BT_main_295	78.76496534
BT_main_296	78.76496534
NIST610_42	0.043
NIST612_42	0.00386
NIST610_43	0.043
NIST612_43	0.00386
