Timestamp, Sequence Number, SubPoint Number, Vertix Number, Comment, X, Y, Intended X, Intended Y, Scan Velocity, Laser State, Laser Rep. Rate, Spot Type, Spot Size, Spot Angle, MFC1, MFC2, Cell Pressure, Fluence At Sample
2018-02-21 13:35:33.292,1,1,,NIST612_1,67285,62035,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:35:33.292,,,,,67285,62035,,,0,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:35:33.292,,,,,67285,62035,67285,62035,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:35:33.307,,,,,67285,62035,,,,On,10,Manual: B,40,0,0,0,0,
2018-02-21 13:36:03.363,,,,,67285,62035,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:36:43.627,2,1,,NIST610_1,69661,30831,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:36:43.627,,,,,69661,30831,,,0,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:36:43.627,,,,,69661,30831,69661,30831,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:36:43.627,,,,,69661,30831,,,,On,10,Manual: B,35,0,0,0,0,
2018-02-21 13:37:13.666,,,,,69661,30831,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:37:53.765,3,1,,NIST612_2,67366,62035,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:37:53.765,,,,,67366,62035,,,0,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:37:53.765,,,,,67366,62035,67366,62035,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:37:53.765,,,,,67366,62035,,,,On,10,Manual: B,40,0,0,0,0,
2018-02-21 13:38:23.993,,,,,67366,62035,,,,Off,0,Manual: B,40,0,0,0,0,
2018-02-21 13:39:04.163,4,1,,NIST610_2,69743,30831,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:39:04.163,,,,,69743,30831,,,0,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:39:04.163,,,,,69743,30831,69743,30831,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:39:04.163,,,,,69743,30831,,,,On,10,Manual: B,35,0,0,0,0,
2018-02-21 13:39:34.200,,,,,69743,30831,,,,Off,0,Manual: B,35,0,0,0,0,
2018-02-21 13:40:14.368,5,1,,CS12_Beechworth_C2_1,78676,78506,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:40:14.368,,,,,78676,78506,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:40:14.368,,,,,78676,78506,78676,78506,,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:40:14.368,,,,,78676,78506,,,,On,10,Manual: B,20,0,0,0,0,
2018-02-21 13:40:44.464,,,,,78676,78506,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:41:24.622,6,1,,CS12_Beechworth_C2_2,78676,78481,,,,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:41:24.622,,,,,78676,78481,,,0,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:41:24.622,,,,,78676,78481,78676,78481,,Off,0,Manual: B,20,0,0,0,0,
2018-02-21 13:41:24.622,,,,,78676,78481,,,,On,10,Manual: B,20,0,0,0,0,
2018-02-21 13:41:54.721,,,,,78676,78481,,,,Off,0,Manual: B,20,0,0,0,0,
