"NIST 612-1","Thu Nov 23 14:49:20 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,1100,5401,100,5801,9902,1100,0,100,67190,1100,5901,1000,300,1800,1200,100,0,700,600,0,0,0,0,100,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
1.04,1100,8001,300,4600,8902,2300,0,0,67090,1200,5901,1000,100,2900,800,0,100,700,200,0,0,0,100,0,0,0,0,400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56,1500,7401,300,4500,9402,1600,100,0,67090,900,5701,700,300,3100,1000,0,0,600,100,0,0,0,0,0,0,0,100,600,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2.08,500,6401,200,4000,8702,1300,0,100,68393,600,5401,1100,500,2700,1000,300,0,700,300,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2.60,400,8001,600,4500,7801,2000,0,0,72806,800,5801,1100,300,3000,900,100,0,1400,200,0,0,0,0,0,0,100,100,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
3.13,600,6601,500,3700,8802,1600,0,0,69597,600,4200,1100,500,1800,800,100,0,900,100,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.65,800,5601,300,2700,8902,2000,0,100,67391,1800,5801,1300,100,2200,1000,200,200,700,300,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.17,400,5701,300,4500,8301,2000,100,0,69697,1100,5000,600,200,2600,700,300,0,1000,500,0,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
4.69,800,6301,300,4600,8601,1600,0,0,62879,1100,6001,1000,200,2600,800,100,100,800,100,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
