"Bischoff_2a_P12","Thu Nov 23 16:41:52 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,400,7201,100,3600,7101,1700,0,100,60473,900,4500,800,300,3100,900,200,0,1700,0,200,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,1300,6401,100,3100,7101,1300,100,0,51653,800,3600,600,500,2300,1200,400,100,1200,100,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
1.56,1100,8201,500,4900,9602,1500,0,100,52655,800,4300,1000,500,2500,1300,100,0,900,0,0,0,0,0,0,0,0,24512,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09,700,7001,0,4300,7601,1500,0,0,53858,1000,5601,900,300,2400,1000,100,100,400,200,0,0,0,0,0,0,100,0,400,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,100,200,0
2.61,1000,10102,100,4200,8001,1700,0,0,55161,700,3300,800,300,3200,1400,500,0,800,0,100,0,0,0,0,100,0,100,40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
3.13,800,8501,200,5401,7801,1300,0,100,53156,400,4500,1500,200,2600,900,0,0,1300,200,0,0,0,0,0,0,1000,100,7301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1000,0,0
3.65,1300,6901,300,4800,7601,1300,100,0,55963,1700,4200,900,100,2100,1900,0,0,1500,200,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.17,1000,7701,300,5501,7701,1600,0,0,52956,700,4300,1000,400,2800,900,100,300,900,200,100,100,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69,1000,7001,300,5000,7201,1600,0,0,55461,1300,3100,1100,500,2200,1400,0,0,1000,200,0,0,0,0,0,0,0,200,300,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
5.21,600,6101,100,6001,6701,1700,100,200,52856,1100,4700,800,500,3300,600,100,100,400,0,100,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1000,0,0
5.73,600,7701,300,4500,7401,1600,0,100,52154,800,5401,1100,400,1800,1500,200,100,600,600,0,0,0,0,0,0,0,100,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.26,1100,6901,200,5000,7101,900,0,0,53858,400,4600,1400,700,3100,1600,100,100,1400,100,100,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78,800,7301,300,4900,8201,1500,100,200,51252,1000,3800,700,700,2300,1400,200,0,700,0,0,0,0,0,0,0,0,0,200,100,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,100,0
7.30,900,6401,200,5201,5301,1700,0,0,54159,600,4300,400,300,1700,700,200,100,1200,0,0,0,0,0,0,0,0,100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.82,600,7101,200,4900,9102,2100,0,100,55963,800,2800,700,200,2300,900,100,0,1200,200,0,0,0,100,0,0,0,0,31720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
