"Bischoff_2a_P18","Thu Nov 23 16:54:34 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,1300,7201,300,3700,6801,1300,0,0,52355,700,3700,1200,200,4100,1600,0,0,800,0,100,0,0,0,0,0,100,11102,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,0
1.04,1000,7501,400,3500,5801,1100,0,0,51553,600,3200,1400,800,2500,800,0,0,1000,300,100,0,0,0,0,0,100,15705,7801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
1.56,900,7201,100,5301,6001,2200,0,0,51052,1200,3400,600,200,2600,1800,300,200,900,0,0,0,0,0,0,0,0,7701,38830,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0
2.09,1000,7601,100,4200,7101,1300,0,0,46944,1100,3900,700,700,2200,1500,200,200,700,300,0,0,0,0,0,0,100,6401,91467,0,0,0,0,0,0,0,0,0,0,100,0,0,200,0,0,0,100,0,0
2.61,300,7701,400,4600,6801,1100,0,0,47345,800,3500,1000,400,3600,800,200,0,900,600,0,0,0,0,0,0,0,22810,1700,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
3.13,900,7601,300,3800,6101,1900,0,100,50250,1300,3100,1200,100,2900,1100,100,100,400,100,0,100,0,0,0,0,0,2200,20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.65,1000,7201,300,3900,5701,2600,0,0,50451,600,3500,1400,400,2300,700,0,0,1400,300,100,0,0,0,0,0,900,20809,36827,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,900,0,0
4.17,1100,8001,200,5000,7701,1200,0,0,51653,500,3800,1300,500,2100,1100,200,0,900,200,100,0,100,0,0,0,200,7201,19608,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,0,0
4.69,500,7701,100,4400,7001,1100,100,0,46844,500,4400,1000,200,2100,1300,200,100,800,0,100,0,0,0,0,0,500,20008,9902,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,500,0,0
5.21,900,7201,200,4000,6801,1100,0,0,47345,600,2100,600,600,2100,1100,0,100,700,300,0,0,0,0,0,0,1000,7601,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,1000,0,0
5.73,700,7901,300,4000,5701,1700,0,0,48547,1400,4200,1000,100,3400,1300,200,0,500,200,0,0,0,0,0,0,100,36827,77018,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
6.26,500,6601,200,3000,6101,1500,100,200,49449,1000,3300,1000,300,2600,1200,200,0,1200,0,100,0,0,100,0,0,400,3500,13203,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,400,0,0
6.78,700,7201,300,3300,6401,1800,0,0,49349,600,3000,600,500,2700,1400,0,100,1000,300,100,0,0,0,0,0,100,21309,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
7.30,900,6101,500,4200,6701,1300,0,300,44840,1400,4500,1300,200,2000,800,0,100,900,300,100,0,0,0,0,0,0,3400,10102,0,100,0,0,0,0,0,0,0,0,0,0,0,1600,200,0,0,0,0,0
7.82,300,6201,200,4300,7101,1400,0,100,50150,900,2000,1100,100,3500,1400,200,200,800,200,0,100,0,100,0,0,700,1200,28516,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0
8.34,1300,6501,400,3400,6101,1400,0,0,48046,900,3500,700,300,2100,1900,0,0,400,100,100,100,0,100,0,0,0,9602,66288,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
8.86,600,7501,700,4300,6501,600,0,0,54459,700,5101,700,300,2700,700,100,0,900,0,0,0,0,0,0,0,0,3200,44439,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.38,700,6701,400,3400,7101,1900,0,0,46844,600,3500,1000,400,2900,1100,100,0,1500,0,0,0,0,0,0,0,300,23211,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,300,0,0
9.90,400,6801,200,3800,5801,1700,0,0,50351,700,3700,1300,300,1500,1500,200,0,900,400,0,0,0,0,0,0,600,1200,16205,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,600,0,0
10.43,1200,7101,100,4900,6001,1500,0,100,47645,400,4500,1200,300,2700,500,0,0,600,300,0,0,0,0,0,0,700,5101,59972,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,700,0,0
10.95,600,6001,200,4100,6101,2000,0,0,47245,1300,4900,400,0,1600,1800,100,0,1300,300,0,0,0,0,0,0,0,11203,18207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47,1300,7901,600,4400,7501,900,100,100,47445,700,3300,500,200,2600,1100,0,0,1200,100,100,0,0,0,0,0,300,12603,46042,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0
11.99,500,7201,300,3300,5401,1900,0,0,48447,500,3400,800,0,2800,1000,0,0,1000,300,0,0,100,0,0,0,500,19708,59771,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,500,0,0
12.51,500,6301,400,3800,5801,1300,0,0,49749,1300,3800,1000,200,2900,1400,100,0,600,600,100,0,0,0,0,0,300,18407,0,0,0,0,0,0,0,100,0,0,0,0,0,0,900,100,0,0,300,0,0
13.03,700,7601,400,4600,7401,1600,100,0,49549,800,3300,1200,800,2800,1200,100,0,600,400,0,0,0,0,0,0,400,12003,5301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0
13.56,300,8301,300,5401,5201,2000,0,100,47645,1100,4500,1200,300,2100,1000,100,0,800,0,200,0,0,0,0,0,300,1200,39131,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,300,0,0
14.08,1000,8401,100,4800,6001,2500,0,100,49950,800,3800,700,0,1300,600,200,300,900,0,0,0,100,0,0,0,300,8201,11903,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,300,0,0
14.60,600,7501,100,4100,6401,1900,0,0,48146,1000,5701,1100,400,2200,1200,100,0,1000,0,0,0,0,0,0,0,500,9602,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,500,0,0
15.12,900,6901,0,4400,5201,1200,100,100,49649,300,5201,500,500,2800,1400,200,100,600,0,0,0,0,0,0,0,0,4900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100
15.64,1900,7001,100,2700,6601,1600,0,0,51052,1000,3800,700,100,2800,1200,200,0,700,100,0,0,0,0,0,0,0,1200,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
16.16,1100,7401,400,5401,6801,1400,0,200,45341,500,3500,300,300,1600,1000,0,100,600,300,100,100,0,0,0,0,1200,12303,12803,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,1200,0,0
