"Bischoff_2a_P4","Thu Nov 23 16:23:09 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,700,5901,300,4300,7801,1800,0,200,53658,700,3800,1100,300,2400,1000,100,200,1200,300,0,0,0,0,0,0,100,11203,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
1.04,800,6301,400,3500,6501,800,100,100,59170,700,4000,1100,200,1800,1400,100,0,700,0,100,0,0,100,0,0,0,5000,95683,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100
1.56,600,7401,400,3700,7101,1900,100,300,57666,1000,4700,800,200,2700,800,100,0,800,100,100,0,0,0,0,0,100,12903,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2.09,700,5301,100,4000,8702,1700,0,100,54058,900,4400,1100,300,2700,1000,200,100,500,500,0,0,0,0,0,0,0,0,40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61,900,6901,200,5201,8201,1500,0,0,58468,800,4900,1500,700,2000,700,200,100,600,200,200,0,0,100,0,0,0,100,64082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13,500,6301,300,4100,9002,1500,0,100,55762,1300,3400,900,200,2000,1500,300,0,600,0,0,100,0,0,0,0,0,14004,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
3.65,900,8201,100,4200,6701,1700,0,200,57566,1500,4100,1400,100,2400,1100,100,0,1100,100,0,0,0,0,0,0,100,100,300,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0
4.17,500,8201,200,3100,5701,1800,0,0,57466,600,4000,1400,700,2400,1800,100,100,700,100,0,0,0,0,0,0,1000,200,300,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,1000,0,0
4.69,1100,6401,0,3700,7501,1400,0,100,58669,1100,4500,1300,100,3400,1200,200,0,700,0,100,0,0,0,0,0,0,14204,17506,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.21,1700,6601,200,4600,6701,1500,0,0,53958,1400,4800,1000,200,3100,1400,100,100,1100,300,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.74,700,5201,100,3300,6601,1600,100,100,55161,1300,5101,900,400,1300,1100,100,0,1300,100,0,0,0,0,0,0,0,9602,21409,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
