"Bischoff_2a_P16","Thu Nov 23 16:50:08 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,500,7501,400,3800,5901,1900,0,100,50351,500,4300,1100,300,1800,1100,100,0,1000,100,0,0,200,0,0,0,1500,52054,34724,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1500,0,0
1.05,700,6601,100,3500,7301,1500,100,0,44940,1200,3100,1000,400,2000,1300,100,100,1100,0,0,0,0,0,0,0,1000,66488,226491,0,0,0,0,0,0,0,100,0,0,0,0,0,1100,0,0,0,1000,0,0
1.57,600,6701,100,3800,6801,1100,0,0,52255,800,4600,1500,0,1500,1000,0,0,1200,200,0,0,0,0,0,0,800,64784,217744,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800,0,0
2.09,1000,7101,200,3700,6601,1800,0,0,48347,900,5201,700,300,1200,700,0,100,600,300,0,0,0,100,0,0,1100,24612,118380,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,1100,0,0
2.61,1000,6301,300,4100,5701,1700,0,100,49850,700,3900,300,100,1700,900,0,0,600,0,100,0,0,300,0,0,800,38730,227026,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,800,0,0
3.13,1100,6401,200,3100,6601,1400,0,100,52555,900,5501,1000,600,2200,1000,100,100,1500,100,0,100,0,0,0,0,1000,8101,131344,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,1000,0,0
3.65,600,6501,400,4400,6701,2100,0,0,47545,600,3600,800,600,1800,1700,100,100,500,300,0,0,0,100,0,0,1100,80128,126218,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,1100,0,0
4.17,800,5301,300,3800,6901,1300,0,100,52455,1100,3700,600,200,1500,1500,0,0,1200,0,0,0,0,100,100,0,1300,64182,74110,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,1300,0,0
4.70,900,9602,200,3800,6401,1000,0,0,45241,700,3700,1200,200,1900,1100,100,0,600,200,100,0,0,100,0,0,1100,116772,90162,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,1100,0,0
5.22,800,7401,200,4700,5701,1600,0,0,43237,600,4100,600,400,3200,800,0,0,1300,0,100,0,100,0,0,0,1200,24112,114662,0,100,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,1200,0,0
5.74,800,7501,100,3100,5801,1400,100,0,48948,500,2800,1000,700,2600,900,0,0,1400,200,0,0,0,0,0,0,2300,14304,134561,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,100,0,0,2300,0,0
6.26,600,7301,100,5000,6501,1300,0,0,45541,800,4300,1200,200,3000,1400,0,0,1000,200,0,100,0,0,0,0,1500,23111,38730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0
6.78,500,7001,500,4200,7501,1300,100,200,46143,500,3000,1800,400,2800,700,0,0,500,100,0,0,0,0,0,0,600,49549,64784,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,600,0,0
7.30,900,7601,0,3500,4900,1300,0,0,46343,1000,3400,700,200,3200,600,100,100,400,100,0,0,0,100,0,0,1400,36627,0,0,0,0,0,0,0,0,0,0,0,100,0,0,500,0,100,0,1400,0,100
7.83,300,5801,200,2400,6701,2200,100,0,45742,300,4100,1200,500,1700,1100,200,0,900,0,200,0,0,0,0,0,1300,20909,55963,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1300,0,0
8.35,700,7301,300,3400,6801,1700,0,0,50852,700,2900,700,800,2400,1200,100,100,1300,200,100,0,0,0,0,0,2300,62177,108133,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2300,0,0
8.87,200,6401,300,3800,7001,2000,0,100,50751,600,3600,900,300,2000,1300,0,300,1100,100,0,0,0,0,0,0,0,56363,93876,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0
9.39,1100,7801,200,4200,5601,2100,100,100,45541,500,4800,1500,500,3100,600,200,100,600,0,100,0,100,0,0,0,1200,69296,43137,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,1200,0,0
9.91,600,7601,300,4700,7101,2000,100,0,46443,1000,4000,900,300,2300,1600,100,100,900,200,200,0,0,0,0,0,800,37929,20809,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,800,0,0
10.43,600,5801,400,3400,7801,1100,0,100,49449,900,4700,900,200,1600,1800,300,0,800,100,100,0,0,0,0,0,1100,23611,55762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0
10.95,1200,8101,200,3800,7501,2100,0,0,48747,1000,3300,1200,300,3100,1300,0,300,800,100,100,0,0,0,0,0,500,15405,37228,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,500,0,0
11.47,1000,6801,300,3600,6401,1500,0,0,49449,500,4700,800,200,2700,1200,0,100,600,100,0,0,0,0,100,100,1000,25713,49248,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,0,100,1000,0,0
11.99,700,6101,500,3600,4700,1700,0,0,48848,800,3600,1000,300,2400,700,300,0,1300,100,100,0,0,0,0,0,500,33022,700,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,500,0,0
12.52,900,8702,300,3400,6801,1700,0,200,46543,1100,4900,900,100,2100,1300,0,0,800,100,0,0,0,0,0,0,0,29417,63982,0,0,0,0,0,0,0,0,0,0,100,0,0,1300,100,0,0,0,0,0
13.04,900,5501,300,3700,7801,1500,100,200,50451,1200,3400,1400,500,2300,1800,100,200,900,100,100,0,0,100,0,0,200,16005,72004,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,0,200,0,0
13.56,1000,7601,600,4000,5101,2000,200,100,51453,700,5000,900,400,2100,1000,0,200,1400,200,0,0,0,0,0,0,100,20108,14155,0,0,0,0,0,0,0,0,0,0,0,0,0,400,100,0,0,100,0,0
14.09,500,6801,100,4700,4900,2000,0,0,48647,1100,2800,1100,100,2200,1300,100,0,1100,600,0,0,0,0,0,0,0,31420,35726,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
14.61,1000,6401,200,3600,5501,900,0,100,46443,600,4300,1100,300,2900,1200,0,200,800,300,100,200,0,0,0,0,0,29017,10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.13,1100,6201,400,4100,7401,1200,0,100,48948,700,3600,1200,200,2800,800,100,100,1200,0,200,0,0,0,0,100,500,15705,105924,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,0,100,500,0,0
15.65,800,6701,100,4700,4900,1100,0,200,49749,700,3600,500,500,2300,800,0,100,400,200,200,0,100,0,0,0,800,16706,1900,100,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,800,0,0
16.17,800,6501,0,3000,5101,1700,0,0,50250,800,3900,500,100,2000,1200,200,0,1400,200,0,0,0,100,0,0,200,90965,27916,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,200,0,0
16.69,600,7001,200,4500,7301,1200,0,0,50250,1000,4500,1100,400,2900,1200,100,200,1600,200,100,0,0,0,0,0,700,9302,35225,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,700,0,0
