"Bischoff_2a_T1","Thu Nov 23 15:25:47 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,700,6201,0,4400,8301,2100,0,200,73408,800,5201,1000,300,1700,1000,0,0,1200,200,100,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,800,5301,200,4500,9702,1800,100,0,71101,1000,6501,500,400,1900,1400,500,0,900,400,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56,1100,7301,800,4800,11603,2600,0,100,70299,1400,5601,1000,300,2800,900,0,0,600,100,0,0,0,100,0,0,0,100,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2.09,600,7401,100,4400,8501,1700,0,100,70499,700,5101,400,400,2300,1200,100,100,900,400,200,0,0,0,0,0,0,20709,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2.61,1400,7001,700,5201,9102,1500,0,0,72505,1100,4000,1100,300,2600,1100,400,200,600,300,0,0,0,0,0,0,500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,500,0,0
3.13,700,5801,300,5000,11203,1500,0,0,70900,900,5101,1200,100,2000,1000,0,0,700,200,100,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
3.65,1000,7001,100,4100,9402,1700,100,0,66990,1300,5501,800,500,3100,1300,100,100,1100,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
4.17,900,8001,600,4800,8501,1800,100,0,70499,800,5701,1800,100,2100,1100,100,300,700,0,100,0,0,0,0,0,0,100,700,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4.69,600,7501,300,5301,10502,1700,0,100,69496,900,4300,1200,300,2500,800,200,0,800,100,0,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
5.21,500,6701,200,3800,8201,2000,0,0,69095,1200,6501,800,500,1700,1300,100,100,1500,400,200,0,100,0,0,0,300,300,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0
5.73,700,6501,300,4200,8902,1600,0,100,72004,600,5101,1700,300,2600,900,0,0,1400,200,200,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
6.26,1000,6801,400,4500,8501,1800,100,100,68694,1000,6301,1100,500,3500,1500,0,100,1200,100,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78,600,7501,400,4200,9502,1700,0,300,75113,1200,4100,800,400,1800,1500,100,0,900,0,100,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.30,900,7301,300,4600,9002,2200,0,100,67391,1100,5801,1400,200,2400,1100,100,0,900,0,0,0,0,0,100,0,0,100,19207,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.82,800,5101,100,5301,8802,1200,0,0,68293,800,5801,1200,500,2900,1600,0,100,1200,200,0,100,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
8.34,1000,7001,900,4200,7001,2100,0,100,71903,600,5801,1300,200,2900,1000,500,0,1100,100,200,0,0,0,0,0,0,200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100
8.86,500,6501,200,4800,7501,2200,0,100,69496,1000,6301,1500,100,1900,900,100,100,1300,400,0,0,0,0,0,0,0,100,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.38,700,7301,800,5101,8902,1400,0,0,67190,500,6601,1200,200,2400,700,300,0,1200,200,100,0,0,0,0,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
9.91,800,6901,200,6301,9502,1700,0,100,67190,1100,5301,1400,400,2900,1200,0,0,600,400,0,0,100,0,0,100,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
10.43,800,6201,200,4600,9502,1800,0,100,73107,1300,5701,900,200,2500,600,100,0,1100,500,0,0,0,0,0,0,0,100,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.95,700,6901,200,5501,8501,1000,100,0,74812,1100,6301,1000,500,2000,500,0,0,700,200,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47,300,7801,200,5401,10302,2100,0,0,66990,700,5801,900,200,2200,800,100,100,1500,100,0,0,0,0,0,0,0,100,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.99,1000,6301,800,4000,8501,1800,0,0,69396,800,5701,1600,900,2400,900,100,100,900,200,100,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.51,1100,5901,500,4500,9302,1500,0,0,72806,700,4800,1200,200,2500,1300,200,200,1200,300,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.03,900,7201,600,5501,7901,1500,0,100,66488,800,5301,1300,200,2700,900,100,100,700,200,200,0,0,0,0,0,0,100,400,100,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0
13.56,800,5401,300,4400,8201,2500,100,100,63380,800,4800,600,400,2500,1400,200,0,1000,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.08,800,7501,700,5501,7601,1800,0,0,71803,1500,6801,1300,500,2700,1200,100,100,1200,400,0,0,0,0,0,0,0,0,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.60,1600,7801,300,5101,10102,2500,0,100,70600,1500,5301,700,300,1900,500,200,100,1200,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
15.12,700,6201,200,4800,10302,2000,0,100,71402,1500,7001,1700,300,1700,1300,200,100,800,200,100,100,0,0,0,0,0,200,300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.64,1100,8401,300,4800,9002,1700,0,200,64583,300,5000,900,200,2000,1600,100,0,1200,400,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.16,400,8201,300,4400,9502,1300,0,100,65686,1200,6001,800,600,1700,1100,0,100,1800,300,0,0,0,0,0,0,0,200,500,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,0,0,100,0
16.68,600,7001,200,4800,8601,900,0,200,68895,1200,6301,1200,200,2400,1400,300,100,1100,100,100,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
17.20,1400,6201,300,4100,7901,1500,0,100,68193,1100,5301,1000,600,2700,1500,0,0,600,100,100,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.73,1200,6501,300,4200,8802,1400,0,200,72004,700,5801,1500,400,3100,1200,100,0,1000,300,200,0,0,0,0,0,0,200,200,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0
18.25,700,5201,300,5000,8802,1600,0,0,68594,1100,4900,900,200,2600,600,0,200,1600,100,0,0,0,0,0,0,0,600,4900,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
18.77,100,7601,400,4400,8902,1800,100,100,70700,900,4600,800,400,2300,1900,200,0,800,200,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.29,700,5401,300,5101,10202,1600,0,100,66589,1300,4300,1100,300,1900,1400,100,100,1000,500,200,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,1300,6201,200,3900,8601,2100,0,100,68895,400,5701,1100,300,2000,1100,0,0,700,100,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
20.33,1000,5601,500,4500,7701,2300,0,100,71803,1100,5601,1000,400,2500,1200,100,200,900,300,100,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.86,600,6601,500,4800,9502,1600,0,0,59872,1100,6401,600,200,2900,700,100,0,1100,100,100,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.38,800,8201,400,5501,8101,1500,0,100,68795,800,5601,1500,300,2800,1500,100,0,1800,100,0,0,0,0,0,0,100,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
21.90,600,6701,500,4500,9002,1700,0,0,73809,1000,5000,1300,700,2200,1000,100,0,2000,400,0,100,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.42,800,7301,200,5101,9102,1500,0,100,65285,1200,5801,1500,300,3000,1700,500,0,1100,100,100,0,100,0,0,0,0,0,700,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
22.94,1100,6301,600,6001,8902,1200,100,0,65385,1000,5301,1100,0,3500,800,100,100,800,100,200,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.46,700,6501,500,3600,7701,1600,0,0,65385,1100,5401,1100,100,2100,600,200,100,800,200,200,0,0,0,100,0,300,0,300,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,300,100,0
23.98,700,7401,300,4500,6801,1600,0,100,70900,700,5201,1900,300,1900,1400,100,0,1200,500,0,0,0,0,0,0,0,100,900,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
24.51,700,6901,300,5201,6901,1700,0,0,65786,1200,5301,1300,200,2200,1000,0,0,1700,400,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
25.03,700,6401,600,3900,9302,1600,0,0,62478,400,5101,1000,300,2500,1600,100,0,800,100,100,0,0,0,0,0,0,400,400,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
25.55,1000,7501,200,5601,9402,1500,0,100,65586,1800,4700,1500,300,1800,1100,400,0,700,0,200,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
26.07,1100,8802,100,4300,9602,1000,0,100,69797,800,6601,900,200,1800,1100,0,100,1000,300,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.59,900,6301,100,4100,9102,1400,0,100,71302,1300,4000,1200,500,2500,900,100,100,1300,200,0,0,100,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.11,500,6901,100,4200,9602,1700,0,100,65185,400,4700,1600,300,2500,1000,0,0,1700,100,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.63,1200,5000,400,4000,10502,1900,0,0,63681,1300,5501,900,100,2600,1900,200,0,1100,300,100,0,0,0,0,0,0,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
28.15,700,7401,600,4400,9102,1500,0,100,71602,1100,4800,1000,200,2300,800,100,0,1200,100,100,100,0,0,0,0,0,0,300,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
28.67,300,5801,400,3700,7701,1300,0,0,65285,1400,5701,1300,400,2300,1200,200,100,1100,500,700,0,0,0,0,0,300,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0
29.20,1400,8702,700,4900,9202,1200,0,0,65586,1100,5301,700,400,2700,1300,0,0,800,500,200,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.72,300,6201,400,4300,10402,700,0,0,66789,900,5401,1100,100,3300,1500,0,100,1000,100,0,0,0,100,0,0,0,0,500,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
30.24,700,6401,200,4900,8101,1600,0,0,63079,1200,6701,1700,100,2100,800,100,0,1000,100,100,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
30.76,200,6101,100,4700,8902,1300,0,100,61275,800,4300,1100,300,2300,1000,0,0,800,300,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.28,1100,8101,300,4100,8101,1900,0,100,64684,500,6101,800,300,2400,600,100,0,1100,200,200,0,0,100,0,0,0,100,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
