"Bischoff_2a_P8","Thu Nov 23 16:32:21 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,400,7501,100,4100,6401,600,0,0,58268,800,3600,1200,900,1800,1100,200,0,1400,100,0,0,0,0,0,0,300,9602,21609,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,300,0,0
1.04,500,6701,100,3900,6301,1300,100,0,53156,1000,5101,1000,200,1500,500,100,0,600,300,200,0,0,0,0,0,0,14804,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1.56,800,6001,400,3800,5601,1600,200,0,54459,400,4200,1600,400,3200,1300,200,0,700,500,0,0,0,0,0,0,0,6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09,1100,7001,0,4300,6401,1500,0,0,58769,900,4800,900,200,2400,1300,100,100,800,100,0,0,0,0,0,0,100,200,300,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0
2.61,1000,8601,400,4600,7301,600,100,0,53557,600,4900,1000,0,2800,2000,0,0,1100,200,0,0,0,0,0,0,0,600,300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13,600,5000,500,3800,6301,1500,100,100,55261,400,4300,1400,300,2500,1100,200,0,1500,300,0,0,0,0,0,0,0,100,13704,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.65,1300,6901,300,5000,7301,1500,100,200,54860,500,4100,1300,600,2500,1300,100,0,700,200,0,0,0,0,0,0,0,22410,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
4.17,1000,8501,200,3500,7101,1600,0,100,55361,300,4300,600,500,3400,500,0,0,700,200,0,0,0,0,0,0,0,0,31820,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
4.69,400,9802,300,3300,7201,2400,0,0,56764,500,4400,1400,400,2600,800,200,0,600,300,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0
5.21,1100,6301,300,4500,7301,1300,0,0,55061,1000,4600,1200,600,1600,1400,0,0,700,100,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
5.73,600,8802,0,5101,7601,2100,0,100,53858,1000,3800,1100,100,3000,1000,200,0,700,500,200,0,0,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
6.26,700,6101,800,5701,6601,1900,0,100,58769,1100,4400,1100,200,2200,800,200,100,1300,100,0,0,0,0,0,0,0,16005,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78,1000,6101,0,5601,7001,2400,0,100,57266,1700,3800,600,400,1500,1000,0,100,1200,500,100,0,0,0,0,0,400,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0
7.30,1000,7101,100,3800,7201,1300,0,0,56263,1000,4300,700,400,2200,1300,0,0,1100,200,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.82,1200,6601,500,5901,7601,2100,0,0,54058,1100,4400,1100,500,3100,1100,0,0,1400,100,100,0,0,200,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0
8.34,1100,6501,500,4100,7101,2200,0,100,53658,1300,4800,1200,200,1700,1200,100,200,900,400,0,0,0,0,0,0,600,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0
8.86,900,4600,600,5501,6101,1300,0,0,56063,800,3400,800,100,1700,1100,200,0,800,200,0,0,0,0,0,0,0,26514,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.39,800,7301,200,4600,7501,1700,0,200,56464,1000,5000,1000,200,2600,900,0,0,900,400,0,0,0,0,0,0,1100,2000,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0
