"Bischoff_2a_T3","Thu Nov 23 15:52:03 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,700,7901,700,4100,9202,2100,0,0,67190,900,5601,1400,200,2300,1700,0,0,1200,200,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,1100,6601,100,5501,6601,2200,0,100,64684,1100,6201,1300,300,2700,1400,100,0,900,0,0,0,0,100,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56,300,6801,400,3800,9102,2100,0,0,66388,1900,4500,1200,500,1700,1200,0,0,800,100,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08,800,6801,400,5201,9402,1900,0,0,67892,1000,5801,1700,300,1800,1400,0,100,800,200,200,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
2.61,400,7501,300,3800,8401,2100,0,0,66087,800,5501,900,100,2400,700,100,100,1000,300,0,200,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13,800,7301,300,4900,8001,1000,0,100,65486,1100,5101,900,400,2100,1000,100,0,1700,100,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
3.65,700,7501,400,5401,9502,1200,0,100,70800,500,6601,1500,300,3200,1300,100,0,1100,200,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
4.17,500,5101,400,4700,10502,1400,100,100,62779,600,5701,1100,500,2600,1000,0,0,900,200,200,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
4.69,800,9302,500,5401,10802,1800,0,100,65887,700,4800,600,0,2300,1800,200,100,800,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
5.21,600,7201,500,6901,9202,1500,0,0,64483,800,5701,1200,100,2500,1300,100,100,900,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.73,800,7701,500,5401,9602,2000,0,100,62578,500,4500,500,400,2400,1300,100,0,1300,300,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
6.25,800,8902,300,5601,9102,1400,0,0,69998,1100,4200,1400,200,2300,800,200,0,1600,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
6.78,1100,5801,600,5101,9102,2300,200,100,64082,800,5801,900,200,2300,1000,0,0,1000,400,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
