"Bischoff_2a_T5","Thu Nov 23 16:05:55 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,1000,6601,300,3700,8301,2100,0,100,66889,1200,4000,800,100,2200,1000,0,0,600,0,200,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,1200,6701,500,5401,8501,2200,0,0,67090,700,4800,700,400,2500,1400,100,0,800,100,0,0,100,0,0,0,1300,200,29517,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1300,0,0
1.56,600,6501,200,4500,8802,1800,0,0,64884,800,5901,1000,100,2000,1000,0,0,700,100,0,0,0,0,0,0,1200,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1200,0,0
2.08,800,6701,800,3600,9102,1400,0,0,66488,1000,5901,1000,200,3000,1000,0,200,800,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61,500,5201,800,5201,7801,1600,0,100,65185,600,4900,500,100,3200,1200,0,100,800,100,0,0,0,0,0,0,0,6901,2900,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
3.13,1200,5601,400,4200,8301,1900,0,100,63480,400,5101,900,600,2800,1500,0,100,500,100,0,0,0,100,0,0,200,100,56163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0
3.65,900,6901,300,4500,8401,1800,0,100,59270,1300,6001,500,400,1700,1700,0,0,900,0,200,0,0,0,0,0,0,20909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.17,400,6401,700,4900,7301,1300,0,0,66388,1100,5801,800,400,2200,1800,0,100,1300,100,0,0,0,0,0,0,0,800,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69,700,5901,300,4700,8401,900,100,200,63079,1100,5601,600,500,1800,800,0,0,500,0,0,0,100,0,0,0,500,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
5.21,800,6301,200,4700,7201,1600,0,100,66789,1100,4200,600,400,2300,1200,0,100,1000,400,0,0,0,0,0,0,0,8501,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
5.73,1100,6301,400,4600,8001,2200,0,0,61275,900,4500,400,100,2600,600,300,0,700,100,100,0,0,0,0,0,0,7201,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,200,7101,200,5801,7201,2100,0,300,64383,1400,5701,400,600,1400,1000,0,100,1300,400,100,0,0,0,0,0,0,1700,400,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78,1200,6601,300,5000,8401,1200,0,100,60473,1200,4200,700,300,2600,900,200,0,900,300,0,0,0,0,0,0,0,100,6801,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0
7.30,400,5201,500,4400,7901,1600,0,200,60373,1100,3700,700,400,2400,1300,0,0,800,300,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
7.82,500,7601,600,5000,6601,1000,0,0,61275,1100,5301,1300,300,2700,800,400,0,1100,300,0,0,100,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.34,1400,5801,200,5301,8802,2000,0,100,61676,600,4500,1700,800,2400,400,300,0,1000,100,100,0,0,0,0,0,600,0,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0
8.86,1200,7101,0,3400,9002,2900,0,0,65786,800,4200,800,400,1700,1200,0,0,1100,0,100,100,0,0,0,0,0,1400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
9.38,700,7301,300,4500,9102,1300,0,100,67992,800,4500,900,200,2500,800,100,0,1300,0,0,0,0,200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100
9.90,700,7201,300,3600,9802,2000,0,0,60373,600,4400,1200,300,2500,500,200,0,700,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.43,600,7401,500,3000,9002,2100,0,0,65085,700,4100,1500,100,1900,1300,0,0,1400,200,0,0,100,0,0,0,0,2100,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,100,0,0,0,0,0
10.95,1000,6501,900,4800,7601,2200,0,0,58669,900,5401,900,600,2400,900,200,100,1600,200,200,0,0,0,0,0,300,0,200,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,300,0,0
11.47,500,5901,400,4500,8501,1900,0,0,61175,1100,5801,800,200,2600,1100,0,0,1700,200,100,0,0,0,0,0,200,16105,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,200,0,0
11.99,600,6801,300,4200,7101,1600,0,100,60874,700,5201,1300,500,2400,1500,0,0,900,100,0,0,0,0,0,0,300,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,300,0,100
12.51,500,6701,500,3900,7101,1200,0,0,63180,800,5201,1400,300,2300,1200,400,0,600,500,300,0,0,0,0,0,300,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300,0,0
13.03,500,7401,500,3300,9702,1800,0,0,64483,1100,4500,1100,100,2100,1100,200,0,1100,500,0,0,0,0,0,0,100,100,500,0,0,0,0,0,0,0,0,0,0,0,0,0,300,200,0,0,100,0,0
13.55,900,4600,200,4500,9102,1700,0,0,60473,1400,5301,2000,500,2000,1700,0,0,1000,200,0,0,0,0,0,0,0,0,28716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.07,200,7201,200,4600,9102,1800,0,0,63079,1500,4200,1100,200,2900,1200,100,0,900,0,0,0,0,0,0,0,0,100,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.60,1000,7601,500,6101,8201,1400,0,0,59170,1800,4400,1400,100,2000,1300,0,0,1200,400,100,0,0,0,0,0,0,0,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0
15.12,1100,5501,100,5401,6301,1900,0,0,60774,1200,4700,1100,300,2800,1500,200,0,800,200,0,0,0,0,0,0,0,0,31019,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
15.64,400,5301,500,3900,9202,2100,0,0,60573,1000,4500,900,200,2800,1800,0,100,1400,400,100,0,0,0,0,0,0,10002,62979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.16,400,7501,300,3900,7201,1800,0,0,61275,1400,5000,1200,200,2500,1300,100,0,1000,0,100,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0
16.68,800,6201,300,5201,8401,2100,0,100,58168,1100,4900,700,300,1800,1400,0,0,1000,300,300,0,0,0,0,100,200,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,200,0,0
17.20,1200,7601,800,3900,8501,2400,100,100,61075,400,4700,1300,600,1700,1100,0,0,700,100,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.72,1100,7101,100,4300,9202,2200,0,100,66689,1000,5501,1500,200,1100,1200,200,0,1700,100,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0
18.24,700,7001,300,5501,8201,1800,0,0,59972,1000,6201,1800,300,2100,1000,100,100,1100,400,0,0,0,0,0,0,0,13604,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.76,800,7301,200,4500,7901,1600,0,0,60774,1400,5101,1300,200,2200,900,100,100,900,200,100,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.29,800,6201,600,4600,8902,1500,0,0,59972,700,4300,1500,500,2600,1200,100,0,700,400,0,100,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,600,6601,300,4200,8802,1800,0,0,58168,700,3900,1300,300,2200,800,200,0,600,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
20.33,500,6201,400,3000,7601,1600,100,0,59471,700,4400,900,500,2500,1800,200,100,800,100,0,0,0,0,0,0,0,200,53357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.85,700,5501,500,4500,9002,2300,0,100,59370,1700,5201,1600,200,2300,900,200,0,1100,200,0,100,0,0,0,0,0,0,300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
21.37,900,6701,500,5101,7301,1600,0,0,54660,1400,5401,700,300,2300,1000,200,0,1300,400,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0
21.89,1500,7101,300,4000,7101,1400,0,100,57967,700,5801,800,200,1800,1400,100,100,1100,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
22.41,500,7001,400,4600,6601,2300,0,200,58569,800,5801,1300,500,2800,900,0,0,1200,300,0,0,0,0,100,0,0,0,53658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.93,800,7101,200,5101,6401,2300,100,0,55361,500,5201,1300,700,2000,1200,200,200,1200,200,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.46,1000,7401,400,5301,8501,1600,0,100,57266,1100,5000,800,200,2800,1100,100,100,1400,200,300,0,0,0,0,0,0,300,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
23.98,400,7101,400,6201,8501,1900,0,0,53557,1000,4700,1500,600,3000,800,0,100,700,200,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.50,500,6401,400,4800,9302,1900,0,0,61075,600,4600,1400,300,2400,1300,0,0,1300,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.02,400,6901,200,4800,6901,2000,0,0,61977,1100,5801,900,100,2300,900,0,200,1100,100,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.54,800,6701,700,4100,8101,2200,0,0,58368,700,5501,1600,300,1700,1200,200,0,1200,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0
26.06,500,5601,100,4300,9202,1600,0,0,59070,900,4800,600,700,2200,1800,100,0,600,200,100,0,0,0,0,0,0,0,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.58,700,6501,300,4500,8401,1700,0,200,61876,800,5101,800,100,2200,1400,300,200,1300,200,100,0,0,0,0,0,0,300,400,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
27.11,800,5901,600,5000,7501,900,100,100,63180,700,5301,800,100,2200,1200,0,0,1400,0,100,0,0,0,0,0,0,0,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.63,800,7301,100,4900,7201,1500,0,200,62678,1300,4100,1000,100,2200,700,200,100,500,100,0,0,0,0,0,0,0,0,200,0,100,100,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0
28.15,1600,6401,400,3900,8702,2500,0,100,61576,1600,4800,1000,600,1900,1400,0,100,1600,200,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.67,1000,7001,500,4600,6901,1600,0,100,55061,900,5000,900,200,2800,1000,0,0,1200,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.19,500,6601,500,5000,6201,1500,0,100,62678,1100,4300,800,100,2300,700,0,100,600,200,100,0,0,0,0,0,100,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
29.71,900,6801,200,4500,8101,1900,0,200,60172,600,4800,900,400,2800,1500,500,100,700,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,0,0,100
30.24,700,8401,600,4300,8001,1700,100,0,64082,1100,5701,6901,300,2100,900,0,100,600,0,0,0,200,1800,0,0,175715,5489171,14382595,100,0,0,100,0,0,0,100,100,0,100,400,0,1400,100,1000,0,175715,0,1000
30.76,2500,544261,800,5301,7901,8401,800,1900,53257,900,41735,160715,1200,3900,700,2200,3000,1300,300,100,400,100,13304,0,0,1400246,36110820,103683768,200,0,0,100,0,0,0,100,600,0,0,1600,0,13904,600,2400,0,1400246,0,2400
