"NIST 612-5","Thu Nov 23 17:07:00 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,500,7401,600,3700,7901,1500,0,0,56764,800,4000,900,500,2600,900,100,0,800,200,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,300
1.04,1300,10502,500,4300,8702,1500,0,0,53958,1300,5000,1500,200,1400,900,0,0,800,300,100,0,0,0,0,0,0,0,200,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0
1.56,700,6901,400,4200,8601,1200,100,100,54159,1000,5701,900,300,2600,1000,300,0,1000,200,0,0,0,0,0,0,0,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09,700,6701,500,3500,8702,1700,0,0,53056,1500,5000,900,700,2700,900,100,0,1300,200,0,0,200,0,0,0,100,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2.61,1100,6201,400,5601,6901,1700,100,100,58168,700,5501,1400,400,1900,900,100,200,800,300,200,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,0,0,100
3.13,600,6301,500,4300,8902,1000,0,0,53257,600,4200,1000,0,2500,500,100,100,1200,300,100,0,0,0,100,0,100,0,100,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0
3.65,200,6501,0,4600,8401,1600,0,0,52054,400,4400,900,600,2200,1500,200,0,400,300,200,100,100,100,0,0,0,100,300,100,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0
4.17,600,6901,600,4000,7801,1500,0,100,52154,700,6101,500,600,2400,900,0,0,1100,300,0,100,100,0,0,0,0,0,200,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100
4.69,900,6401,600,3400,7301,1300,0,100,52355,500,3800,400,100,2700,1800,200,0,700,500,100,0,0,0,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.21,600,5501,500,4600,7801,1800,0,300,55261,1300,4500,700,400,3100,900,100,0,500,200,0,200,0,100,100,0,0,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.74,500,6501,400,4300,6401,1500,0,0,54960,1000,5201,900,500,3300,2000,0,0,1300,300,100,0,0,0,0,0,0,0,100,0,200,100,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
6.26,1600,7001,400,3700,7001,1500,0,0,56263,1000,4600,1300,600,3100,600,0,100,1200,0,100,0,0,0,0,0,0,0,300,200,100,100,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,100
6.78,700,7101,0,4900,8501,2100,100,100,50250,1200,5301,1700,200,2800,900,200,300,1100,100,0,0,0,0,0,0,0,200,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100
7.30,200,5601,400,3700,6601,1700,0,100,50751,1000,3300,1400,100,2300,1600,100,100,1300,100,200,0,0,0,0,0,0,200,100,0,100,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
7.82,500,7801,200,3700,7501,600,0,100,55862,1100,4000,1200,400,1300,1300,100,100,1300,400,0,200,0,200,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100
8.34,600,7501,600,4700,7001,1000,0,100,51152,100,4100,1100,400,2200,1000,0,0,800,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
8.86,900,7701,200,4100,9202,1800,0,100,54259,1400,5000,1000,700,2800,1500,100,0,1200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100
9.38,1000,6901,100,3900,7401,900,0,100,58769,1200,4400,1100,200,1800,1300,200,0,1400,400,200,0,0,0,0,0,0,200,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
9.91,1100,7201,500,4100,7101,1400,0,0,53156,1000,2900,600,300,1800,800,0,0,1200,100,0,0,0,0,0,0,100,300,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
10.43,1100,7401,200,5701,6801,1500,0,400,52355,1400,3800,1400,100,2700,1200,0,0,600,300,0,100,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.95,1100,7701,100,3000,7901,1500,0,100,51252,1100,4700,900,300,2700,700,0,0,900,100,0,0,0,0,0,0,0,100,300,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
11.47,1000,6301,0,3500,7001,1000,0,100,54159,600,4000,2600,400,2400,900,200,100,700,100,0,0,100,0,0,0,0,100,100,0,0,0,200,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0
11.99,900,8001,300,4300,7701,2100,0,0,51854,1000,4800,900,300,3000,300,0,100,1600,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
12.51,600,6901,300,3400,6901,2000,200,100,51854,700,4800,1300,400,3400,1300,0,0,1300,100,100,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0
13.03,800,6601,300,4100,8401,1400,0,0,54660,600,3800,800,300,2300,1000,400,100,1000,400,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0
13.56,600,7901,300,4700,8001,1300,0,0,53557,1000,4300,600,200,2300,1000,200,0,900,0,0,100,0,0,0,0,0,100,300,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.08,1000,8301,400,5301,6801,900,0,300,55361,400,3300,900,0,2800,1100,0,0,600,200,100,100,0,0,0,0,100,0,400,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0
14.60,800,6801,200,4100,7601,1900,200,0,49048,1000,4400,800,100,2500,1000,100,100,1900,300,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
