"NIST 612-4","Thu Nov 23 17:05:32 2017"
Time in Seconds,"Li7","Al27","Si29","S33","Ca44","Sc45","Ti49","V51","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","Ga71","Ge72","As75","Rb85","Sr88","Y89","Zr90","Nb93","Mo97","In115","Sn119","Sn118","Sb121","Cs133","La139","Ce140","Nd143","Sm147","Eu151","Gd157","Tb159","Dy163","Er167","Hf178","Ta181","W183","Pb206","U238","Tc97","Sn115","Pm147","Pu238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.52,600,7001,400,6901,8301,1500,0,0,62678,1000,5401,900,700,2100,1700,200,0,900,300,100,0,0,0,0,0,100,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
1.04,400,5000,200,5201,10002,1400,100,100,63380,1000,5101,700,200,2500,700,0,100,1100,200,100,100,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100
1.56,900,6701,100,5601,8401,1600,0,0,59070,700,7601,1300,100,2500,500,100,0,500,200,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,0,100,0
2.09,600,6901,100,4200,6601,1700,0,0,62578,1100,5301,900,600,2500,1300,100,0,1100,200,100,0,0,0,0,0,0,0,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61,1100,6801,300,5601,9302,1400,0,100,64583,700,4400,1600,500,2800,1300,0,100,900,200,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
3.13,600,6801,400,5901,7501,1500,0,0,60974,1000,4600,1000,100,2700,700,0,0,1300,0,200,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
3.65,800,8702,200,4400,9002,1500,0,100,64583,1000,4000,900,200,1500,800,0,100,800,100,200,0,0,0,0,0,0,0,400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.17,1200,7001,300,4900,9702,1300,0,100,68293,1400,4400,1600,200,1900,1500,0,0,400,300,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69,900,7001,400,4800,8101,1100,0,0,63480,600,4600,800,200,2800,600,200,100,1800,0,100,0,0,0,0,0,0,200,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.21,1100,5701,200,6301,8401,700,0,100,63581,800,5401,700,500,3000,1200,0,0,700,300,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
5.74,500,7701,400,4700,8501,1500,0,0,62979,1100,4900,700,600,2000,1200,0,0,1200,0,0,0,0,0,0,0,0,100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.26,900,6201,200,4800,8101,1600,0,0,64684,600,5401,600,400,1500,700,100,100,1100,0,300,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78,400,6401,600,6201,9202,2300,0,0,63480,1000,5101,1200,300,2600,1200,0,0,900,500,200,0,0,0,0,0,0,100,300,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
7.30,500,7201,600,4300,8201,1700,100,100,59972,1000,5201,1000,200,2900,1600,200,0,1500,300,100,100,0,0,0,100,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
7.82,500,6601,400,5801,7101,1600,0,100,61977,700,4900,800,100,1900,600,0,0,800,100,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.34,1100,5901,1100,4800,9102,2200,0,100,63280,1200,5601,500,600,2200,1500,0,0,1300,100,0,0,200,100,0,0,0,300,300,0,0,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0
8.86,500,7301,600,5401,7901,1100,0,100,53557,800,3500,1400,500,3000,1300,200,0,1100,300,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
9.38,500,6201,200,4200,8601,1400,0,0,63079,1400,5501,900,600,2400,1000,100,0,900,200,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.90,600,6501,300,5801,7701,1900,0,0,65085,1200,4500,1100,500,2200,900,0,0,800,200,100,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.43,600,6601,400,6301,9702,2100,0,100,60072,1000,5501,1400,200,2200,1200,100,0,1000,300,100,0,0,0,0,0,0,100,300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
10.95,800,7501,300,5201,8101,1900,0,0,65085,1600,4700,1100,200,2500,1100,0,0,900,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0
11.47,300,7101,600,4100,8001,2100,0,200,58969,600,5301,800,200,2400,1200,100,100,1500,200,100,0,0,0,0,0,0,100,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.99,700,6501,300,4300,6901,3200,0,100,65486,1200,6301,1700,200,2600,1800,0,0,1200,200,200,0,0,0,0,0,100,0,600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
12.51,1100,4800,600,4600,8101,1900,0,0,59872,800,6501,1400,100,3000,1200,200,0,1200,100,100,0,0,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.03,800,5801,300,4600,7201,2000,100,100,63581,1500,5000,1200,300,2000,1000,100,0,1200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
13.56,1300,7401,400,4000,8702,1200,0,0,62378,1000,6501,1300,500,2500,600,200,100,900,100,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.08,300,5801,400,5801,8001,1000,0,100,59471,1500,5000,800,600,1600,600,300,0,1300,100,100,0,0,0,0,0,0,0,400,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0,0,100,0
14.60,600,6501,200,5501,7801,1500,0,0,63982,700,4500,1200,100,2300,1600,100,0,1500,0,400,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.12,700,6001,500,5601,8301,1200,0,0,59671,800,5301,1400,100,2500,800,300,100,1600,0,200,0,0,0,0,0,0,100,300,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0
15.64,900,6301,500,4900,7901,1900,0,100,58569,1200,4200,900,600,1800,1200,200,0,900,200,100,0,0,0,0,0,0,0,700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.16,400,6001,500,5301,9402,1400,0,0,60874,1400,4800,1900,300,1900,1000,0,0,400,100,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.68,600,6501,500,5501,8001,1000,0,0,59270,400,4100,700,400,1800,1600,100,200,1100,100,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
17.20,700,5801,700,5801,6901,1800,0,100,61776,1300,5101,1000,200,2100,1000,100,0,1400,200,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.72,1000,5501,200,6101,7801,2300,0,0,58869,1400,3600,800,600,2500,1000,100,0,900,100,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.24,500,5501,800,6601,8001,900,0,100,62177,900,4900,800,700,2100,800,400,0,700,200,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
18.76,900,6601,300,4600,7301,2100,0,100,62779,1000,5101,1000,400,2100,800,100,0,1400,100,100,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.29,700,6301,300,5201,7301,1700,100,0,55461,600,5701,900,300,2000,900,0,0,1200,300,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
19.81,800,7401,500,5201,7001,1300,0,100,59571,800,4700,800,200,2400,800,200,100,1400,200,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.33,1000,5201,600,5101,9602,2400,100,0,64483,1100,3900,1000,0,1600,800,0,0,1300,0,0,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.85,700,6401,500,5601,7501,1400,0,100,62177,800,4400,700,400,2100,1200,400,200,1100,300,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.37,600,5801,200,5701,7201,2400,0,0,62077,200,5000,1000,300,1900,1500,100,0,400,300,100,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.89,600,5901,600,5901,8101,2200,200,100,63380,1400,6801,700,500,3100,1800,100,100,700,0,300,100,900,300,400,200,1000,400,900,800,5301,5000,4900,1400,1700,4300,1200,12503,3100,4500,5901,17906,2100,5000,28917,200,1000,1700,28917
22.41,2800,727020,5701,8601,558264,11503,1300,8501,68895,1700,16005,1400,10302,5201,2800,2700,7001,4500,2200,21709,66990,41434,18107,32221,3100,40232,4600,12203,15205,73608,76216,79025,12303,14004,45241,17106,104518,26614,26814,26414,90463,11603,24012,111046,3100,40232,14004,111046
22.93,9902,2338264,16706,11503,1653213,32521,1400,28016,80128,2300,39131,2500,22910,8201,6001,5601,19007,11002,6801,50651,199997,101104,51252,85546,7701,94378,14604,30519,35625,194655,177125,205037,27815,32321,114964,34524,245600,58468,60172,69095,210482,21609,47545,242773,7701,94378,32321,242773
23.46,18607,4580267,34824,16606,3151004,64884,3700,48146,96586,4300,64383,3000,37228,10302,11102,9702,29117,19608,8501,78924,288859,155482,68093,115064,12203,133857,16606,44039,47144,254590,234293,256206,34824,42035,142505,47445,310618,75714,73307,85044,257621,27315,54960,289871,12203,133857,42035,289871
23.98,24712,"#######",38930,19708,3800118,73408,4100,62177,101204,4400,71903,3200,45041,11102,10402,9002,29718,18407,10502,94579,317706,168365,82737,119786,10802,163130,17706,43838,45041,269343,254691,274398,35926,49048,150954,51252,344761,78724,77821,92069,270859,28817,62979,319732,10802,163130,49048,319732
24.50,26414,"#######",44239,22510,4086448,81031,3500,69697,108636,6001,80529,4000,48247,11903,13404,9602,36326,21509,12603,104418,371439,201206,98494,148842,14404,178334,25513,53958,58268,314263,302621,315681,42837,53758,177931,55862,380676,92671,87653,101807,332496,33723,72806,356220,14404,178334,53758,356220
25.02,28817,"#######",46243,26214,4598028,89761,3900,74310,109439,6901,90162,4500,53457,14104,13804,11603,41434,22210,11803,118681,398653,216332,98795,154073,12703,190523,19608,62077,63581,334625,307581,329659,50651,57165,190019,64383,404649,94980,96084,117073,316389,38630,73207,387480,12703,190523,57165,387480
25.54,27315,"#######",50250,26314,4602916,89359,4800,79125,101907,6701,86249,3300,50551,12103,12203,11203,36226,20308,13504,112251,397637,214315,91969,155482,13003,180852,24812,59471,68594,333510,316187,327228,45341,67792,190826,63280,390120,92872,92973,109539,343646,37328,75313,372251,13003,180852,67792,372251
26.07,32922,"#######",57165,25013,4859450,91166,5601,80730,111046,5601,89359,4500,57767,14704,12703,11203,44540,23311,14704,124509,422032,223999,100100,165949,16505,206751,26414,60974,70098,342125,327532,333915,48747,60974,198182,59771,405563,98192,94077,117475,342531,36326,76216,396926,16505,206751,60974,396926
26.59,31620,"#######",53557,24912,"#######",95281,7201,79827,109339,7501,88757,3100,58468,12903,12903,11903,41534,27115,11803,120289,411763,215727,103413,163936,13304,193143,21709,58869,68995,351149,329153,333307,45141,58067,194554,59170,410035,93073,90664,111247,347600,43838,79526,392355,13304,193143,58067,392355
27.11,32221,"#######",53658,24112,4951094,92270,5000,81432,116672,6601,95181,2700,56764,13904,14904,13304,43939,21709,15005,121494,433934,231769,103313,178737,15805,218551,25713,70399,75614,393066,339996,363930,54459,62378,205340,61275,430271,99899,101204,120188,367177,43037,89660,413796,15805,218551,62378,413796
27.63,33122,"#######",60473,27715,"#######",98594,4500,91467,118982,7001,97891,3600,57867,13904,16405,12603,45441,24712,17806,130741,419897,222687,98594,177629,15705,225008,26514,65786,74812,370018,324796,346991,52355,61275,195965,57666,414915,96285,92571,117274,348411,38930,73608,383926,15705,225008,61275,383926
28.15,28616,"#######",53457,24312,4763553,89359,4700,79627,109841,8001,89259,4000,54159,13003,14704,12503,42536,23211,12903,122298,412272,222889,101506,165244,15105,195864,22010,58468,70800,351656,320744,347498,43538,62578,200602,61977,418270,97389,96285,107732,349526,41635,76818,387581,15105,195864,62578,387581
28.67,32121,"#######",53056,25013,4698610,81633,4500,80730,113156,7201,87352,3500,53557,11403,14104,12703,43538,26814,13203,110946,392152,207861,99297,159105,17006,199997,20809,62077,66188,356423,308289,319225,48447,60774,184075,62277,404344,99799,92772,104719,343443,36827,76918,383926,17006,199997,60774,383926
29.19,34223,"#######",55061,23811,4800406,81232,3900,80630,109339,5701,90564,2400,50451,14504,13704,14104,38430,26114,15005,120892,405766,207256,96385,160212,13804,205340,23211,58468,65085,354394,311934,314364,47245,55161,180449,53658,388191,90664,86048,109339,312744,37328,74210,357234,13804,205340,55161,357234
29.71,32922,"#######",51353,27115,4527530,83640,4500,70399,111448,5701,88356,3500,48547,12403,14504,11303,37929,20508,13304,115968,380169,194453,96887,136471,13203,187904,22710,56163,64583,339185,286634,299382,46243,54860,168365,51252,381387,86249,89761,100000,310213,32421,72706,353786,13203,187904,54860,353786
30.24,29618,"#######",48647,24212,4339439,81633,6001,69898,107732,8101,92471,3700,48447,12603,14204,11203,40733,21709,13904,121294,381489,200098,100200,153570,14604,197981,22410,60674,67792,342531,297560,320846,49048,56063,184277,55963,390222,92170,87553,106426,328646,38029,78122,366771,14604,197981,56063,366771
30.75,28917,"#######",52856,22610,4679948,80128,5601,81232,112854,6101,89560,3300,55361,14304,15205,12403,43638,23311,15205,120791,389917,201005,93173,153872,14004,191430,25613,56163,63882,344558,301204,319023,46343,54960,178132,54058,398958,89058,87553,112251,317402,35325,72104,369612,14004,191430,54960,369612
31.28,29618,"#######",47746,27015,4319840,80931,4800,69898,106727,5601,81934,3900,49749,12003,11603,11403,37027,23711,11303,110343,350236,182665,82235,145019,15505,191329,20308,57566,61175,321453,274600,297763,43638,52255,167157,52154,373266,85847,84041,96285,307074,35926,67692,354901,15505,191329,52255,354901
31.80,30018,"#######",48146,25713,4439426,82837,4400,74511,113457,7401,81533,3900,52856,10002,13904,12903,39732,15505,13704,112754,364944,201408,90162,140192,14204,190523,24312,63180,65586,331584,295233,305151,46543,59671,184982,53658,384738,93575,91166,102510,326924,34924,79225,377123,14204,190523,59671,377123
32.32,31620,"#######",50852,23511,4732141,88055,5101,78423,113156,5501,93274,3000,54058,14604,15005,13904,39030,25613,14604,126620,389409,215928,103614,169271,16706,227228,28716,66288,77219,386769,336043,358857,47846,61776,200400,60774,459077,98594,102008,113758,383722,43538,89761,426101,16706,227228,61776,426101
32.84,32721,"#######",57266,25813,4985297,90664,4700,80830,111850,7401,93474,3200,53056,13704,12703,11703,35025,23711,13704,117877,371439,189314,91367,148439,14104,186090,21509,58067,70600,330369,281678,314162,38830,57266,181456,53758,395910,95984,89861,105020,346687,36326,83439,386667,14104,186090,57266,386667
33.36,29417,"#######",50150,22410,4508746,82636,4400,74611,103313,4800,83038,2800,52355,15105,13404,11102,39631,24112,14804,115265,372961,187904,91467,155683,16205,198082,24512,60573,62277,358249,290275,333206,44439,61075,177025,57767,396825,95382,92170,114361,346079,40533,85044,407291,16205,198082,61075,407291
33.88,30218,"#######",56363,26114,"#######",95281,7101,88757,112352,6201,103012,3900,59270,13203,14504,14204,46543,24112,17306,138684,437597,241662,113658,176924,19207,237624,29618,75514,76818,423558,363524,384839,51152,67591,208869,65987,437902,109640,105020,115968,392152,46643,81834,407088,19207,237624,67591,407088
34.40,30418,"#######",60373,24312,"#######",100200,4900,89560,119987,5701,91166,3600,54960,13904,15705,11703,45141,27315,14104,118179,373266,193748,87352,150150,13003,177931,22110,56063,60674,311124,262471,277026,39231,46243,155381,46643,335334,83138,77420,95783,306163,32020,70198,350033,13003,177931,46243,350033
34.92,26514,"#######",49749,22110,4390511,82135,5301,77721,107631,6201,85947,3100,57065,11903,13404,12003,39531,21810,13404,118078,388292,200501,94679,160916,15505,205743,22810,63982,73307,357944,295132,318314,40032,54860,177025,56664,367786,88657,81633,101706,320441,38830,74310,357336,15505,205743,54860,357336
35.45,28616,"#######",52956,23011,4525627,88557,4300,75915,108836,5201,90764,3500,58769,14104,14204,14504,41434,24412,17706,121294,380778,213710,96185,150049,13704,201509,23311,61175,64984,333712,284307,301001,40733,51553,175816,54559,373469,88456,86750,109339,327937,37228,71001,373367,13704,201509,51553,373367
35.97,30318,"#######",53658,21009,4307804,74310,3700,67892,98192,4600,80730,3100,47545,12403,12203,12803,35325,19608,11002,101405,327126,185486,85947,134360,13103,189113,21609,55562,61776,326620,264593,285015,41134,52355,156991,52355,343139,80229,77721,98895,287746,34524,69496,321352,13103,189113,52355,321352
36.49,28316,"#######",45742,20108,3907891,76015,3900,63180,101204,5000,71101,2800,45441,12403,13003,12503,41134,20608,13103,108736,338881,185284,83740,136673,14804,180650,21509,55461,60273,302823,267524,268231,36026,46944,160715,51252,338881,80028,76918,95482,297459,34924,66789,341314,14804,180650,46944,341314
37.01,25913,"#######",49850,19207,4271374,78222,4300,68293,103514,7701,85947,3400,51252,12803,13003,12103,41234,25313,13404,110845,357741,184176,89761,142907,13704,186795,21910,54660,59170,323175,270051,295435,42436,52655,168063,49649,358046,85847,81834,97389,303936,34824,70098,345673,13704,186795,52655,345673
37.53,28216,"#######",51252,19007,4228288,82536,5401,74310,101204,8201,83439,3400,51052,12603,11102,11102,36927,22610,13203,105121,358046,182363,84944,142304,14004,185486,21910,54058,59571,328443,277026,286533,44339,55161,161118,48547,341415,78022,81633,92973,290174,34324,67591,325100,14004,185486,55161,325100
38.05,26414,"#######",46744,20909,4087852,76918,5501,64082,101104,7301,71903,3000,47445,12503,14204,9502,34524,21810,13003,106225,356828,180046,87352,137477,12303,180852,20809,56664,59771,313858,260349,287038,40433,51152,161218,48347,340402,75714,86349,98996,282993,32922,62378,341213,12303,180852,51152,341213
38.57,27615,"#######",46643,21309,3971318,72405,5801,62478,96084,6301,79627,2200,44339,13203,11603,10302,33623,21309,12403,106526,327532,171587,82737,119686,11903,185486,19808,53257,62378,316389,258631,269849,38329,50150,162426,50150,358553,81934,76116,98895,290377,30619,71602,344761,11903,185486,50150,344761
