	Source file	DateTime	Date	Time	Duration(s)	Comments	Total points	Selection type	Components	TotalBeam	TotalBeam_Int2SE	TotalBeam_LOD	Li7	Li7_Int2SE	Li7_LOD	Al27	Al27_Int2SE	Al27_LOD	Si29	Si29_Int2SE	Si29_LOD	P31	P31_Int2SE	P31_LOD	Ca44	Ca44_Int2SE	Ca44_LOD	Sc45	Sc45_Int2SE	Sc45_LOD	Ti49	Ti49_Int2SE	Ti49_LOD	V51	V51_Int2SE	V51_LOD	Cr52	Cr52_Int2SE	Cr52_LOD	Mn55	Mn55_Int2SE	Mn55_LOD	Fe57	Fe57_Int2SE	Fe57_LOD	Co59	Co59_Int2SE	Co59_LOD	Ni60	Ni60_Int2SE	Ni60_LOD	Cu65	Cu65_Int2SE	Cu65_LOD	Zn66	Zn66_Int2SE	Zn66_LOD	Ga69	Ga69_Int2SE	Ga69_LOD	Ga71	Ga71_Int2SE	Ga71_LOD	Ge72	Ge72_Int2SE	Ge72_LOD	As75	As75_Int2SE	As75_LOD	m77__Cl	m77__Cl_Int2SE	m77__Cl_LOD	Se82	Se82_Int2SE	Se82_LOD	Kr83	Kr83_Int2SE	Kr83_LOD	Rb85	Rb85_Int2SE	Rb85_LOD	Sr88	Sr88_Int2SE	Sr88_LOD	Y89	Y89_Int2SE	Y89_LOD	Zr90	Zr90_Int2SE	Zr90_LOD	Nb93	Nb93_Int2SE	Nb93_LOD	Mo97	Mo97_Int2SE	Mo97_LOD	In113	In113_Int2SE	In113_LOD	Sn117	Sn117_Int2SE	Sn117_LOD	Sn119	Sn119_Int2SE	Sn119_LOD	Sb121	Sb121_Int2SE	Sb121_LOD	Cs133	Cs133_Int2SE	Cs133_LOD	Ba138	Ba138_Int2SE	Ba138_LOD	La139	La139_Int2SE	La139_LOD	Ce140	Ce140_Int2SE	Ce140_LOD	Nd146	Nd146_Int2SE	Nd146_LOD	Lu175	Lu175_Int2SE	Lu175_LOD	Hf179	Hf179_Int2SE	Hf179_LOD	Ta181	Ta181_Int2SE	Ta181_LOD	W182	W182_Int2SE	W182_LOD	W183	W183_Int2SE	W183_LOD	Tl205	Tl205_Int2SE	Tl205_LOD	Pb208	Pb208_Int2SE	Pb208_LOD	Bi209	Bi209_Int2SE	Bi209_LOD	Th232	Th232_Int2SE	Th232_LOD	U238	U238_Int2SE	U238_LOD	Sn119_CPS	Sn119_CPS_Int2SE	Sn119_CPS_LOD	IntStdWv	IntStdWv_Int2SE	IntStdWv_LOD	Li_ppm_m7	Li_ppm_m7_Int2SE	Li_ppm_m7_LOD	Al_ppm_m27	Al_ppm_m27_Int2SE	Al_ppm_m27_LOD	Si_ppm_m29	Si_ppm_m29_Int2SE	Si_ppm_m29_LOD	P_ppm_m31	P_ppm_m31_Int2SE	P_ppm_m31_LOD	Ca_ppm_m44	Ca_ppm_m44_Int2SE	Ca_ppm_m44_LOD	Sc_ppm_m45	Sc_ppm_m45_Int2SE	Sc_ppm_m45_LOD	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Ti_ppm_m49_LOD	V_ppm_m51	V_ppm_m51_Int2SE	V_ppm_m51_LOD	Cr_ppm_m52	Cr_ppm_m52_Int2SE	Cr_ppm_m52_LOD	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Mn_ppm_m55_LOD	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Fe_ppm_m57_LOD	Co_ppm_m59	Co_ppm_m59_Int2SE	Co_ppm_m59_LOD	Ni_ppm_m60	Ni_ppm_m60_Int2SE	Ni_ppm_m60_LOD	Cu_ppm_m65	Cu_ppm_m65_Int2SE	Cu_ppm_m65_LOD	Zn_ppm_m66	Zn_ppm_m66_Int2SE	Zn_ppm_m66_LOD	Ga_ppm_m69	Ga_ppm_m69_Int2SE	Ga_ppm_m69_LOD	Ga_ppm_m71	Ga_ppm_m71_Int2SE	Ga_ppm_m71_LOD	Ge_ppm_m72	Ge_ppm_m72_Int2SE	Ge_ppm_m72_LOD	As_ppm_m75	As_ppm_m75_Int2SE	As_ppm_m75_LOD	m77__Cl_CPS	m77__Cl_CPS_Int2SE	m77__Cl_CPS_LOD	Se_ppm_m82	Se_ppm_m82_Int2SE	Se_ppm_m82_LOD	Kr83_CPS	Kr83_CPS_Int2SE	Kr83_CPS_LOD	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Rb_ppm_m85_LOD	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Sr_ppm_m88_LOD	Y_ppm_m89	Y_ppm_m89_Int2SE	Y_ppm_m89_LOD	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Zr_ppm_m90_LOD	Nb_ppm_m93	Nb_ppm_m93_Int2SE	Nb_ppm_m93_LOD	Mo_ppm_m97	Mo_ppm_m97_Int2SE	Mo_ppm_m97_LOD	In_ppm_m113	In_ppm_m113_Int2SE	In_ppm_m113_LOD	Sn_ppm_m117	Sn_ppm_m117_Int2SE	Sn_ppm_m117_LOD	Sb_ppm_m121	Sb_ppm_m121_Int2SE	Sb_ppm_m121_LOD	Cs_ppm_m133	Cs_ppm_m133_Int2SE	Cs_ppm_m133_LOD	Ba_ppm_m138	Ba_ppm_m138_Int2SE	Ba_ppm_m138_LOD	La_ppm_m139	La_ppm_m139_Int2SE	La_ppm_m139_LOD	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Ce_ppm_m140_LOD	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Nd_ppm_m146_LOD	Lu_ppm_m175	Lu_ppm_m175_Int2SE	Lu_ppm_m175_LOD	Hf_ppm_m179	Hf_ppm_m179_Int2SE	Hf_ppm_m179_LOD	Ta_ppm_m181	Ta_ppm_m181_Int2SE	Ta_ppm_m181_LOD	W_ppm_m182	W_ppm_m182_Int2SE	W_ppm_m182_LOD	W_ppm_m183	W_ppm_m183_Int2SE	W_ppm_m183_LOD	Tl_ppm_m205	Tl_ppm_m205_Int2SE	Tl_ppm_m205_LOD	Pb_ppm_m208	Pb_ppm_m208_Int2SE	Pb_ppm_m208_LOD	Bi_ppm_m209	Bi_ppm_m209_Int2SE	Bi_ppm_m209_LOD	Th_ppm_m232	Th_ppm_m232_Int2SE	Th_ppm_m232_LOD	U_ppm_m238	U_ppm_m238_Int2SE	U_ppm_m238_LOD	Li7_CPS	Li7_CPS_Int2SE	Li7_CPS_LOD	Al27_CPS	Al27_CPS_Int2SE	Al27_CPS_LOD	Si29_CPS	Si29_CPS_Int2SE	Si29_CPS_LOD	P31_CPS	P31_CPS_Int2SE	P31_CPS_LOD	Ca44_CPS	Ca44_CPS_Int2SE	Ca44_CPS_LOD	Sc45_CPS	Sc45_CPS_Int2SE	Sc45_CPS_LOD	Ti49_CPS	Ti49_CPS_Int2SE	Ti49_CPS_LOD	V51_CPS	V51_CPS_Int2SE	V51_CPS_LOD	Cr52_CPS	Cr52_CPS_Int2SE	Cr52_CPS_LOD	Mn55_CPS	Mn55_CPS_Int2SE	Mn55_CPS_LOD	Fe57_CPS	Fe57_CPS_Int2SE	Fe57_CPS_LOD	Co59_CPS	Co59_CPS_Int2SE	Co59_CPS_LOD	Ni60_CPS	Ni60_CPS_Int2SE	Ni60_CPS_LOD	Cu65_CPS	Cu65_CPS_Int2SE	Cu65_CPS_LOD	Zn66_CPS	Zn66_CPS_Int2SE	Zn66_CPS_LOD	Ga69_CPS	Ga69_CPS_Int2SE	Ga69_CPS_LOD	Ga71_CPS	Ga71_CPS_Int2SE	Ga71_CPS_LOD	Ge72_CPS	Ge72_CPS_Int2SE	Ge72_CPS_LOD	As75_CPS	As75_CPS_Int2SE	As75_CPS_LOD	Se82_CPS	Se82_CPS_Int2SE	Se82_CPS_LOD	Rb85_CPS	Rb85_CPS_Int2SE	Rb85_CPS_LOD	Sr88_CPS	Sr88_CPS_Int2SE	Sr88_CPS_LOD	Y89_CPS	Y89_CPS_Int2SE	Y89_CPS_LOD	Zr90_CPS	Zr90_CPS_Int2SE	Zr90_CPS_LOD	Nb93_CPS	Nb93_CPS_Int2SE	Nb93_CPS_LOD	Mo97_CPS	Mo97_CPS_Int2SE	Mo97_CPS_LOD	In113_CPS	In113_CPS_Int2SE	In113_CPS_LOD	Sn117_CPS	Sn117_CPS_Int2SE	Sn117_CPS_LOD	Sb121_CPS	Sb121_CPS_Int2SE	Sb121_CPS_LOD	Cs133_CPS	Cs133_CPS_Int2SE	Cs133_CPS_LOD	Ba138_CPS	Ba138_CPS_Int2SE	Ba138_CPS_LOD	La139_CPS	La139_CPS_Int2SE	La139_CPS_LOD	Ce140_CPS	Ce140_CPS_Int2SE	Ce140_CPS_LOD	Nd146_CPS	Nd146_CPS_Int2SE	Nd146_CPS_LOD	Lu175_CPS	Lu175_CPS_Int2SE	Lu175_CPS_LOD	Hf179_CPS	Hf179_CPS_Int2SE	Hf179_CPS_LOD	Ta181_CPS	Ta181_CPS_Int2SE	Ta181_CPS_LOD	W182_CPS	W182_CPS_Int2SE	W182_CPS_LOD	W183_CPS	W183_CPS_Int2SE	W183_CPS_LOD	Tl205_CPS	Tl205_CPS_Int2SE	Tl205_CPS_LOD	Pb208_CPS	Pb208_CPS_Int2SE	Pb208_CPS_LOD	Bi209_CPS	Bi209_CPS_Int2SE	Bi209_CPS_LOD	Th232_CPS	Th232_CPS_Int2SE	Th232_CPS_LOD	U238_CPS	U238_CPS_Int2SE	U238_CPS_LOD	Li7_v_Sn119	Li7_v_Sn119_Int2SE	Li7_v_Sn119_LOD	Al27_v_Sn119	Al27_v_Sn119_Int2SE	Al27_v_Sn119_LOD	Si29_v_Sn119	Si29_v_Sn119_Int2SE	Si29_v_Sn119_LOD	P31_v_Sn119	P31_v_Sn119_Int2SE	P31_v_Sn119_LOD	Ca44_v_Sn119	Ca44_v_Sn119_Int2SE	Ca44_v_Sn119_LOD	Sc45_v_Sn119	Sc45_v_Sn119_Int2SE	Sc45_v_Sn119_LOD	Ti49_v_Sn119	Ti49_v_Sn119_Int2SE	Ti49_v_Sn119_LOD	V51_v_Sn119	V51_v_Sn119_Int2SE	V51_v_Sn119_LOD	Cr52_v_Sn119	Cr52_v_Sn119_Int2SE	Cr52_v_Sn119_LOD	Mn55_v_Sn119	Mn55_v_Sn119_Int2SE	Mn55_v_Sn119_LOD	Fe57_v_Sn119	Fe57_v_Sn119_Int2SE	Fe57_v_Sn119_LOD	Co59_v_Sn119	Co59_v_Sn119_Int2SE	Co59_v_Sn119_LOD	Ni60_v_Sn119	Ni60_v_Sn119_Int2SE	Ni60_v_Sn119_LOD	Cu65_v_Sn119	Cu65_v_Sn119_Int2SE	Cu65_v_Sn119_LOD	Zn66_v_Sn119	Zn66_v_Sn119_Int2SE	Zn66_v_Sn119_LOD	Ga69_v_Sn119	Ga69_v_Sn119_Int2SE	Ga69_v_Sn119_LOD	Ga71_v_Sn119	Ga71_v_Sn119_Int2SE	Ga71_v_Sn119_LOD	Ge72_v_Sn119	Ge72_v_Sn119_Int2SE	Ge72_v_Sn119_LOD	As75_v_Sn119	As75_v_Sn119_Int2SE	As75_v_Sn119_LOD	m77__Cl_v_Sn119	m77__Cl_v_Sn119_Int2SE	m77__Cl_v_Sn119_LOD	Se82_v_Sn119	Se82_v_Sn119_Int2SE	Se82_v_Sn119_LOD	Kr83_v_Sn119	Kr83_v_Sn119_Int2SE	Kr83_v_Sn119_LOD	Rb85_v_Sn119	Rb85_v_Sn119_Int2SE	Rb85_v_Sn119_LOD	Sr88_v_Sn119	Sr88_v_Sn119_Int2SE	Sr88_v_Sn119_LOD	Y89_v_Sn119	Y89_v_Sn119_Int2SE	Y89_v_Sn119_LOD	Zr90_v_Sn119	Zr90_v_Sn119_Int2SE	Zr90_v_Sn119_LOD	Nb93_v_Sn119	Nb93_v_Sn119_Int2SE	Nb93_v_Sn119_LOD	Mo97_v_Sn119	Mo97_v_Sn119_Int2SE	Mo97_v_Sn119_LOD	In113_v_Sn119	In113_v_Sn119_Int2SE	In113_v_Sn119_LOD	Sn117_v_Sn119	Sn117_v_Sn119_Int2SE	Sn117_v_Sn119_LOD	Sb121_v_Sn119	Sb121_v_Sn119_Int2SE	Sb121_v_Sn119_LOD	Cs133_v_Sn119	Cs133_v_Sn119_Int2SE	Cs133_v_Sn119_LOD	Ba138_v_Sn119	Ba138_v_Sn119_Int2SE	Ba138_v_Sn119_LOD	La139_v_Sn119	La139_v_Sn119_Int2SE	La139_v_Sn119_LOD	Ce140_v_Sn119	Ce140_v_Sn119_Int2SE	Ce140_v_Sn119_LOD	Nd146_v_Sn119	Nd146_v_Sn119_Int2SE	Nd146_v_Sn119_LOD	Lu175_v_Sn119	Lu175_v_Sn119_Int2SE	Lu175_v_Sn119_LOD	Hf179_v_Sn119	Hf179_v_Sn119_Int2SE	Hf179_v_Sn119_LOD	Ta181_v_Sn119	Ta181_v_Sn119_Int2SE	Ta181_v_Sn119_LOD	W182_v_Sn119	W182_v_Sn119_Int2SE	W182_v_Sn119_LOD	W183_v_Sn119	W183_v_Sn119_Int2SE	W183_v_Sn119_LOD	Tl205_v_Sn119	Tl205_v_Sn119_Int2SE	Tl205_v_Sn119_LOD	Pb208_v_Sn119	Pb208_v_Sn119_Int2SE	Pb208_v_Sn119_LOD	Bi209_v_Sn119	Bi209_v_Sn119_Int2SE	Bi209_v_Sn119_LOD	Th232_v_Sn119	Th232_v_Sn119_Int2SE	Th232_v_Sn119_LOD	U238_v_Sn119	U238_v_Sn119_Int2SE	U238_v_Sn119_LOD	Si_Gradient	Si_Gradient_Int2SE	Si_Gradient_LOD
Bamboo_1	Jason_cass_3	21/02/2018 (4) 17:19:15.34	21/02/2018 (4)	17:19:15.34	29.043	CS14_Bamboo_I_1	29	Normal	1	3.67E+07	0.31E+07	NaN	790	85	2.5	1.14E+04	0.11E+04	11	1.693E+06	1.0E+04	1.1e+05	61900	920	450	50040	880	1300	760	84	3.9	8.8E+03	1.1E+03	8.4	257	53	1.8	28820	420	19	1.458E+05	7.1E+03	23	2.57E+04	0.34E+04	65	1240	130	0.58	2200	190	7.4	316	47	4.8	400	150	4.1	2100	220	1.6	1110	150	0.069	445	50	7.9	250	49	4.8	17	10	NaN	350	59	20	322	47	2e+05	379	53	1.2	11.1	8.2	0.29	19	12	0.027	5.00E+05	0.65E+05	0.26	1.37E+06	0.16E+06	0.028	5.1E+03	2.0E+03	1.2	21	12	2.3	1.43E+07	0.12E+07	4.8	1.64E+07	0.13E+07	5.4	4.0E+03	1.6E+03	1.7	568	57	0.62	69	22	0.15	47	18	0.028	54	22	0.027	3.6	5.0	0.12	0.0	1.0	0.017	3.94E+04	0.57E+04	0.12	2.01E+06	0.33E+06	0.017	1.18E+04	0.20E+04	0.075	10540	940	0.14	0.0	1.0	0.32	45	44	0.3	21	12	0.55	0.0	1.0	0.027	2550	300	0.075	1.64E+07	0.13E+07	NaN	78.8	1.0	NaN	Below LOD	Below LOD	2.5	456	21	11	Below LOD	Below LOD	1.1e+05	Below LOD	Below LOD	450	Below LOD	Below LOD	1300	Below LOD	Below LOD	3.9	2760	170	8.4	Below LOD	Below LOD	1.8	26.1	8.8	19	594	35	23	13640	820	65	15.7	1.6	0.58	100.2	9.1	7.4	Below LOD	Below LOD	4.8	11.2	3.1	4.1	12.8	1.4	1.6	15.7	1.5	0.069	Below LOD	Below LOD	7.9	Below LOD	Below LOD	4.8	2	11	NaN	Below LOD	Below LOD	20	2	42	NaN	Below LOD	Below LOD	1.2	Below LOD	Below LOD	0.29	0.112	0.068	0.027	5360	270	0.26	7660	290	0.028	260	100	1.2	Below LOD	Below LOD	2.3	8.75E+05	0.12E+05	4.8	40	18	1.7	1.87	0.42	0.62	0.65	0.21	0.15	0.26	0.11	0.028	0.33	0.16	0.027	Below LOD	Below LOD	0.12	Below LOD	Below LOD	0.017	954	57	0.12	6590	470	0.017	196	44	0.075	303	12	0.14	Below LOD	Below LOD	0.32	Below LOD	Below LOD	0.3	Below LOD	Below LOD	0.55	Below LOD	Below LOD	0.027	12.13	0.69	0.075	82	85	NaN	1.02E+04	0.11E+04	NaN	-6.4E+04	1.1E+04	NaN	-1510	920	NaN	-300	880	NaN	163	84	NaN	8.8E+03	1.1E+03	NaN	-6	53	NaN	1360	420	NaN	5.26E+04	0.71E+04	NaN	2.56E+04	0.34E+04	NaN	1200	130	NaN	1840	190	NaN	2	47	NaN	280	150	NaN	1450	220	NaN	1110	150	NaN	93	50	NaN	35	49	NaN	31	59	NaN	20	53	NaN	-10.2	8.2	NaN	19	12	NaN	5.00E+05	0.65E+05	NaN	1.37E+06	0.16E+06	NaN	5.1E+03	2.0E+03	NaN	2	12	NaN	1.43E+07	0.12E+07	NaN	3.9E+03	1.6E+03	NaN	294	57	NaN	67	22	NaN	46	18	NaN	50	22	NaN	3.5	5.0	NaN	-0.089180	0.000015	NaN	3.94E+04	0.57E+04	NaN	2.01E+06	0.33E+06	NaN	1.18E+04	0.20E+04	NaN	10540	940	NaN	-1.154818	0.000016	NaN	38	44	NaN	-2	12	NaN	-0.055867	0.000012	NaN	2550	300	NaN	0.0000055	0.0000054	NaN	0.000616	0.000028	NaN	-0.00398	0.00067	NaN	-0.000080	0.000055	NaN	-0.000008	0.000063	NaN	0.0000084	0.0000055	NaN	0.000522	0.000031	NaN	6E-08	3.2E-06	NaN	0.000094	0.000032	NaN	0.00309	0.00018	NaN	0.001523	0.000092	NaN	0.0000742	0.0000076	NaN	0.000113	0.000010	NaN	30E-07	31.0E-07	NaN	0.0000133	0.0000036	NaN	0.0000859	0.0000095	NaN	0.0000672	0.0000063	NaN	0.0000061	0.0000035	NaN	0.0000020	0.0000034	NaN	1.1E-07	6.5E-07	NaN	0.0000019	0.0000037	NaN	60E-07	28.0E-07	NaN	0.0000017	0.0000037	NaN	-5.6E-07	5.6E-07	NaN	0.00000121	0.00000074	NaN	0.0295	0.0015	NaN	0.0814	0.0031	NaN	0.00032	0.00013	NaN	5.0E-07	9.7E-07	NaN	0.870	0.012	NaN	0.000212	0.000095	NaN	0.0000191	0.0000043	NaN	0.0000042	0.0000013	NaN	0.0000027	0.0000011	NaN	0.0000037	0.0000018	NaN	2.7E-07	3.7E-07	NaN	-5.77E-09	0.47E-09	NaN	0.00229	0.00014	NaN	0.1150	0.0083	NaN	0.00077	0.00017	NaN	0.000639	0.000025	NaN	50E-08	24.0E-08	NaN	9.3E-07	8.9E-07	NaN	-3.0E-07	7.2E-07	NaN	-3.59E-09	0.29E-09	NaN	0.0001529	0.0000087	NaN	9.1E+03	2.5E+03	NaN
Bamboo_2	Jason_cass_3	21/02/2018 (4) 17:20:25.47	21/02/2018 (4)	17:20:25.47	29.105	CS14_Bamboo_I_2	28	Normal	1	3.81E+07	0.33E+07	NaN	940	130	2.2	1.16E+04	0.13E+04	9.8	1.656E+06	1.1E+04	98000	60580	850	420	49700	930	1200	770	120	3.6	9.2E+03	1.1E+03	4	296	67	1.7	28840	400	17	1.489E+05	7.7E+03	21	2.79E+04	0.38E+04	41	1110	130	0.65	2070	230	7.1	336	53	5.6	404	57	3.8	2180	180	1.5	1050	160	0.4	439	68	7.1	211	41	4.1	18	12	NaN	328	58	18	346	53	1.8e+05	355	61	1	36	16	0.24	23	12	0.026	5.26E+05	0.73E+05	0.2	1.43E+06	0.17E+06	0.19	1.8E+03	1.7E+03	0.63	18	11	2	1.49E+07	0.14E+07	5.9	1.71E+07	0.14E+07	5.3	2.5E+03	1.4E+03	1.5	627	71	0.56	64	22	0.15	80	31	0.026	66	25	0.088	0.0	1.0	0.12	0.0	1.0	0.045	4.07E+04	0.55E+04	0.12	2.12E+06	0.33E+06	0.043	4.6E+03	3.0E+03	0.072	10760	810	0.13	0.0	1.0	0.2	44	20	1	17.9	9.2	0.47	5.4	6.0	0.026	2910	350	0.061	1.71E+07	0.14E+07	NaN	78.8	1.0	NaN	2.6	1.3	2.2	443	25	9.8	Below LOD	Below LOD	98000	Below LOD	Below LOD	420	Below LOD	Below LOD	1200	Below LOD	Below LOD	3.6	2810	160	4	Below LOD	Below LOD	1.7	22.3	6.6	17	613	39	21	14190	890	41	13.8	1.4	0.65	88.3	8.9	7.1	Below LOD	Below LOD	5.6	15.1	2.7	3.8	13.3	1.2	1.5	14.0	1.6	0.4	Below LOD	Below LOD	7.1	Below LOD	Below LOD	4.1	2	12	NaN	Below LOD	Below LOD	18	38	53	NaN	Below LOD	Below LOD	1	Below LOD	Below LOD	0.24	0.124	0.066	0.026	5470	330	0.2	7720	330	0.19	94	86	0.63	Below LOD	Below LOD	2	8.75E+05	0.18E+05	5.9	26	15	1.5	2.02	0.45	0.56	0.59	0.21	0.15	0.43	0.16	0.026	0.35	0.15	0.088	Below LOD	Below LOD	0.12	Below LOD	Below LOD	0.045	969	54	0.12	6900	510	0.043	76	49	0.072	302	11	0.13	Below LOD	Below LOD	0.2	Below LOD	Below LOD	1	Below LOD	Below LOD	0.47	Below LOD	Below LOD	0.026	13.42	0.93	0.061	250	130	NaN	1.04E+04	0.13E+04	NaN	-5.7E+04	1.2E+04	NaN	-1840	870	NaN	-590	930	NaN	180	120	NaN	9.2E+03	1.1E+03	NaN	34	67	NaN	1380	400	NaN	5.57E+04	0.77E+04	NaN	2.77E+04	0.38E+04	NaN	1070	130	NaN	1710	230	NaN	22	53	NaN	287	57	NaN	1530	180	NaN	1050	160	NaN	98	68	NaN	16	40	NaN	9	58	NaN	-4	61	NaN	14	16	NaN	23	12	NaN	5.26E+05	0.73E+05	NaN	1.43E+06	0.17E+06	NaN	1.8E+03	1.7E+03	NaN	-2	11	NaN	1.49E+07	0.14E+07	NaN	2.4E+03	1.4E+03	NaN	352	71	NaN	62	22	NaN	80	31	NaN	63	25	NaN	-0.0437856	0.0000087	NaN	-0.089495	0.000014	NaN	4.07E+04	0.55E+04	NaN	2.12E+06	0.33E+06	NaN	4.6E+03	3.0E+03	NaN	10760	810	NaN	-1.154470	0.000015	NaN	42	20	NaN	-4.6	9.2	NaN	5.3	6.0	NaN	2910	350	NaN	0.0000159	0.0000082	NaN	0.000599	0.000034	NaN	-0.00323	0.00061	NaN	-0.000102	0.000056	NaN	-0.000027	0.000056	NaN	0.0000093	0.0000067	NaN	0.000530	0.000029	NaN	0.0000018	0.0000042	NaN	0.000081	0.000024	NaN	0.00319	0.00021	NaN	0.00158	0.00010	NaN	0.0000650	0.0000068	NaN	0.000100	0.000010	NaN	0.0000017	0.0000034	NaN	0.0000178	0.0000032	NaN	0.0000895	0.0000079	NaN	0.0000600	0.0000067	NaN	0.0000051	0.0000043	NaN	80E-07	25.0E-07	NaN	-90E-08	62.0E-08	NaN	0.0000015	0.0000039	NaN	0.0000025	0.0000035	NaN	-40E-07	39.0E-07	NaN	8.0E-07	9.6E-07	NaN	0.00000134	0.00000072	NaN	0.0301	0.0018	NaN	0.0820	0.0035	NaN	0.00011	0.00010	NaN	-3.6E-07	5.5E-07	NaN	0.870	0.018	NaN	0.000136	0.000078	NaN	0.0000207	0.0000046	NaN	0.0000038	0.0000014	NaN	0.0000045	0.0000017	NaN	0.0000039	0.0000016	NaN	-2.68E-09	0.21E-09	NaN	-5.48E-09	0.43E-09	NaN	0.00233	0.00013	NaN	0.1203	0.0089	NaN	0.00030	0.00019	NaN	0.000636	0.000024	NaN	-7.07E-08	0.55E-08	NaN	0.0000022	0.0000011	NaN	-3.4E-07	5.7E-07	NaN	1.7E-07	2.4E-07	NaN	0.000169	0.000012	NaN	6.7E+03	2.0E+03	NaN
