ROCK,Reference,Sample,country,Location1,Location2,Type,Sub type,Age (Ma),Wt.%,SiO2 ,TiO2,Al2O3,Fe2O3t,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,ZrO2,Nb2O5,Y2O3,B2O3,H2O,H2O+,H2O-,CO2,LOI,Total,,A/CNK,Na+K/Al,A/NK,,ppm,Mg,Mn,Ti,S,P,B,F,Cl,Li ,,Nb,Ta,Nb/Ta,Zr,Hf,Zr/Hf
MPG,Xu et al. 2015,13HST-23,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,72.3,0.15,15.37,1.21,,,0.07,0.36,0.67,2.22,6.77,0.28,,,,,,,,,0.4,,,1.26,0.71,1.40,,,,,,,,,,,,,24.7,5.13,4.814814815,90,3.2,28.125
MPG,Xu et al. 2015,13HST-24,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,72.03,0.15,14.32,1.07,,,0.04,0.52,0.59,2.32,6.68,0.27,,,,,,,,,1.5,,,1.18,0.77,1.30,,,,,,,,,,,,,24.9,5.01,4.97005988,87,3.2,27.1875
MPG,TaO et al. 2005,GD04,China,Nanling range ,Xiazhuang,two-mica granite,,228-225,,72.58,0.14,13.91,,0.4,1.41,0.03,0.35,0.89,2.99,5.63,0.07,,,,,,,,,1.52,,,1.10,0.79,1.26,,,,,,,,,,,,,19.7,2.9,6.793103448,96.8,4.28,22.61682243
MPG,TaO et al. 2005,ZG01-3,China,Nanling range ,Changsha,Garnet- and tourmaline-bearing muscovite granite,,228-225,,75.17,0.03,13.74,,0.39,0.8,0.08,0.08,0.31,3.61,4.46,0.14,,,,,,,,,0.52,,,1.21,0.78,1.28,,,,,,,,,,,,,50.7,16.2,3.12962963,5.54,0.47,11.78723404
MPG,TaO et al. 2005,GD06-3,China,Nanling range ,Maofeng,Two mica granite,,228-225,,76.02,0.04,13.84,,0.07,1.26,0.04,0.24,0.28,3.79,3.46,0.04,,,,,,,,,0.91,,,1.32,0.72,1.39,,,,,,,,,,,,,91.4,17.8,5.134831461,24.3,3.23,7.523219814
MPG,TaO et al. 2005,GD08,China,Nanling range ,Siqian,muscovite granite,,228-225,,73.56,0.14,13.55,,0.26,1.46,0.04,0.27,0.96,3.07,4.79,0.18,,,,,,,,,1.34,,,1.13,0.76,1.32,,,,,,,,,,,,,26.4,5.89,4.482173175,89.9,3.6,24.97222222
MPG,TaO et al. 2005,G99-2-3,China,Nanling range ,Zhangtiantang,Garnet-bearing two-mica granite,,228-225,,75.66,0.01,13.4,,0.13,1.16,0.25,0,0.37,3.79,3.95,0.03,,,,,,,,,0.83,,,1.20,0.78,1.27,,,,,,,,,,,,,38.4,26.5,1.449056604,24.7,3.97,6.221662469
MPG,Wu et al. 2017,DJS-2,China,Nanling Range,Dajishan,No. 69 granite,,152,,75.6,0.01,13.62,,0.29,0.13,0.06,0.16,0.74,4.27,4.17,0.02,,,,,,,,,0.96,100.25,,1.06,0.85,1.18,,,,,,,,,2200,,21.6,,22.5,6.84,3.289473684,18.2,4.38,4.155251142
MPG,Wu et al. 2017,DJS’’-20,China,Nanling Range,Dajishan,No. 69 granite,,152,,78.09,0.01,12.49,,0.12,0.17,0.07,0.06,0.44,4.4,3.5,0.02,,,,,,,,,0.62,100.21,,1.06,0.88,1.13,,,,,,,,,2300,,26.2,,56.8,103.5,0.548792271,30.7,5.72,5.367132867
MPG,Wu et al. 2017,DJS’’-7,China,Nanling Range,Dajishan,No. 69 granite,,152,,73.62,0.02,14.8,,0.15,0.17,0.05,0.09,0.59,4.42,5.2,0.02,,,,,,,,,0.85,100.41,,1.06,0.87,1.15,,,,,,,,,4400,,26.8,,41.8,46.5,0.898924731,17.5,3.01,5.813953488
MPG,Xie et al. 2016,JPL-43,China,Nanling Range,Jiepailing,granitic porphyry,ZK12/129,91-90,,73.51,0.01,14.22,,0.07,0.23,0.07,0.03,2.18,0.14,8.07,0.01,,,,,,,,,1.41,99.95,,1.10,0.63,1.59,,,,,,,,,22700,,365,,68,30,2.27,75,5.6,13.39285714
MPG,Xie et al. 2016,JPL-31,China,Nanling Range,Jiepailing,granitic porphyry,ZK6/132,91-90,,70.61,0.01,13.95,,0.28,1.02,0.38,0.08,1.49,0.25,8.39,0.01,,,,,,,,,2.56,99.02,,1.14,0.68,1.47,,,,,,,,,23500,,1860,,64,18,3.56,66,4.4,15
MPG,Xie et al. 2016,JPL-28,China,Nanling Range,Jiepailing,Topaz granite,ZK5/132,91-90,,64.21,,18.83,,0.28,0.51,0.88,0.04,0.38,3.99,8.25,0.01,,,,,,,,,1.74,99.13,,1.16,0.82,1.22,,,,,,,,,6400,,11,,65,18,3.61,40,4.2,9.523809524
MPG,Xie et al. 2016,JPL-17,China,Nanling Range,Jiepailing,Topaz–zinnwaldite granite,ZK5/132,91-90,,71.82,0.01,15.22,,0.22,1.13,0.14,0.02,0.11,3.6,5.57,0.01,,,,,,,,,1.4,99.25,,1.25,0.79,1.27,,,,,,,,,9600,,576,,68,40,1.70,22,3.4,6.470588235
MPG,Xie et al. 2016,JPL-21,China,Nanling Range,Jiepailing,Topaz–zinnwaldite granite,ZK5/132,91-90,,72.66,,15.36,,0.39,0.51,0.16,0.02,0.19,3.93,4.56,0.01,,,,,,,,,1.3,99.09,,1.31,0.74,1.35,,,,,,,,,11200,,201,,66,41,1.61,16,2.2,7.272727273
MPG,Zhu et al. 2015,S102-1,China,northeastern Jiangxi,Songshugang granite.,Topaz albite granite,,124-131,,69.7,0,18.82,,,1.15,0,0.04,0.12,4.89,4.15,0.05,,,,,,,,,0.73,99.66,,1.48,0.67,1.50,,,,,,,,,,,447,,161,101,1.59,76.2,12.8,
MPG,Zhu et al. 2015,S102-2,China,northeastern Jiangxi,Songshugang granite.,Topaz albite granite,,124-131,,69.32,0,18.74,,,1.13,0,0.03,0.13,4.92,4.12,0.05,,,,,,,,,1.21,99.67,,1.47,0.67,1.49,,,,,,,,,,,1550,,108,65.8,1.64,99.8,16.5,
MPG,Zhu et al. 2015,S102-22,China,northeastern Jiangxi,Songshugang granite.,Topaz K-feldspar granite,,124-131,,70.8,0.01,16.84,,,3.24,0.02,0.07,0.43,0.21,6.45,0.05,,,,,,,,,1.88,99.99,,2.08,0.44,2.30,,,,,,,,,,,1320,,103,63.9,1.61,106,16.6,
MPG,Zhu et al. 2015,S102-26,China,northeastern Jiangxi,Songshugang granite.,Topaz K-feldspar granite,,124-131,,71.22,0.01,16.27,,,1.3,0.01,0.05,0.77,1.57,6.83,0.05,,,,,,,,,1.66,99.75,,1.43,0.61,1.63,,,,,,,,,,,610,,150,82.8,1.81,99.6,16.4,
MPG,Sokolova et al. 2011,,Gorny Altai,Altai kasakstan kalguty,,Major-stage granites,,215,,71.9,0.44,13.86,,,2.54,,0.75,1.59,3,4.64,0.19,,,,,,,,,0.76,,,1.08,0.72,1.39,,,,,,,,,700,,145,,66.4,2.4,27.7,175,5.2,33.65384615
MPG,Sokolova et al. 2011,,Gorny Altai,Altai kasakstan kalguty,,Ongonites,,215,,73.02,0.05,14.8,,,1.11,,0.11,0.62,4.73,3.75,0.42,,,,,,,,,0.8,,,1.14,0.80,1.25,,,,,,,,19.1,4000,,277,,67.6,43.26,1.6,27,1.8,15
MPG,Sokolova et al. 2011,,Gorny Altai,Altai kasakstan kalguty,,Elvans,,215,,73.02,0.1,14.56,,,1.53,,0.23,0.59,3.52,4.9,0.31,,,,,,,,,1.2,,,1.20,0.76,1.31,,,,,,,,42.3,2600,,232,,42.4,12.07,3.5,46,2.1,21.9047619
MPG,Sokolova et al. 2011,,Gorny Altai,Altai kasakstan kalguty,,URM ongonites,,215,,71.98,0.03,15.95,,,0.95,,0.1,0.52,4.23,3.51,0.71,,,,,,,,,1.67,,,1.36,0.67,1.48,,,,,,,,31.1,5600,,2269,,80.9,80,1.0,18,1.8,10
MPG,Sokolova et al. 2011,,Gorny Altai,Altai kasakstan kalguty,,URM elvans,,215,,72.97,0.08,14.93,,,1.09,,0.2,0.55,3.72,4.15,0.39,,,,,,,,,1.08,,,1.29,0.71,1.41,,,,,,,,,3400,,618,,51.1,34.3,1.5,,,
MPG,Zaraisky et al. 2009,CH-46-1/99,Eastern Transbaikalia,Kukul’bei Complex,,Ms leucogranites,,140,,73.6,0.05,14.2,,,0.65,0.05,0.05,1.33,3,5.2,0.08,,,,,,,,,,,,1.09,0.74,1.34,,,,,,,,,5700,,134.1,,24.2,11,0.392458638,46.9,3.3,2.411764706
MPG,Zaraisky et al. 2009,A-35/96,Eastern Transbaikalia,Kukul’bei Complex,,Ms leucogranites,,140,,74.3,0.07,14.4,,,0.63,0.04,0.14,0.73,3.17,4.8,0.05,,,,,,,,,,,,1.23,0.72,1.38,,,,,,,,,7200,,90,,79,9.1,3.904545455,46,2,16.72985782
MPG,Zaraisky et al. 2009,CH-31-2/99,Eastern Transbaikalia,Kukul’bei Complex,,Ms leucogranites,,140,,74.4,0.01,14.6,,,0.61,,,0.57,4.22,4.04,0.02,,,,,,,,,,,,1.18,0.78,1.29,,,,,,,,,1100,,54.6,,81,54.3,0.765525982,32.9,3,2.863354037
MPG,Zaraisky et al. 2009,Z-20/95,Eastern Transbaikalia,Kukul’bei Complex,,Ms leucogranites,,140,,75.36,0.05,13.3,,,1.41,0.02,0.2,0.4,4.06,4.48,0.025,,,,,,,,,,,,1.09,0.87,1.15,,,,,,,,,800,,123.8,,43.9,8,5.4875,52.6,3.3,15.93939394
MPG,Jaguin 2012,60,South Africa,Murchison,,lekkersmaak granite,porphyric,2775,,73.59,0.19,14.34,1.09,,,0.02,0.24,0.67,4.52,3.85,0.05,,,,,,,,,0.83,,,1.12,0.81,1.24,,,,,,,,,,,,,4.64,1.1,4.218181818,133.3,3.85,34.62337662
MPG,Jaguin 2012,61,South Africa,Murchison,,lekkersmaak granite,porphyric,2775,,73.84,0.21,14.43,1.17,,,0.03,0.25,0.76,5.1,2.97,0.06,,,,,,,,,0.81,,,1.11,0.80,1.24,,,,,,,,,,,,,4.12,0.79,5.215189873,137.7,3.93,35.03816794
MPG,Jaguin 2012,63,South Africa,Murchison,,lekkersmaak granite,ms-bt,2775,,73.68,0.13,14.11,0.86,,,0.01,0.17,0.87,4.44,4.09,,,,,,,,,,0.77,,,1.10,0.81,1.24,,,,,,,,,,,,,1.92,0.16,12,81.08,2.57,31.54863813
MPG,Jaguin 2012,66,South Africa,Murchison,,lekkersmaak granite,ms-bt,2775,,72.6,0.28,14.34,1.5,,,0.02,0.42,1.22,4.38,3.84,0.15,,,,,,,,,0.64,,,1.18,0.79,1.27,,,,,,,,,,,,,3.54,0.41,8.634146341,204.1,5.07,40.25641026
MPG,Jaguin 2012,109,South Africa,Murchison,,lekkersmaak granite,bt-ms,2775,,73.33,0.19,14.49,1.07,,,0.03,0.25,0.84,4.45,4.02,0.07,,,,,,,,,0.84,,,1.12,0.82,1.21,,,,,,,,,,,,,4.56,0.72,6.333333333,135.3,3.89,34.781491
MPG,Jaguin 2012,18c,South Africa,Murchison,,lekkersmaak granite,,2775,,73.43,0.19,14.21,1.07,,,0.03,0.25,0.96,4.51,3.93,0.06,,,,,,,,,1.02,,,1.15,0.81,1.23,,,,,,,,,,,,,4.84,0.98,4.93877551,132.2,3.63,36.41873278
MPG,Jaguin 2012,80,South Africa,Murchison,,lekkersmaak granite,,2775,,75.77,0.09,14.14,0.6,,,0.03,0.17,0.47,5.69,1.67,,,,,,,,,,0.98,,,1.16,0.81,1.23,,,,,,,,,,,,,6.34,1.89,3.354497354,51.11,1.79,28.55307263
MPG,Jaguin 2012,67,South Africa,Murchison,,lekkersmaak granite,gt-ms-bt,2775,,74.29,0.09,14.21,0.83,,,0.02,0.1,0.51,4.45,4.05,,,,,,,,,,0.69,,,1.16,0.81,1.23,,,,,,,,,,,,,11.77,1.4,8.407142857,70.28,2.72,25.83823529
MPG,Jaguin 2012,72,South Africa,Murchison,,lekkersmaak granite,ms,2775,,72.76,0.21,14.33,1.08,,,0.02,0.27,0.87,4.61,3.79,0.06,,,,,,,,,0.81,,,1.17,0.82,1.23,,,,,,,,,,,,,5.19,1.69,3.071005917,134.2,3.74,35.88235294
MPG,Jaguin 2012,8a,South Africa,Murchison,,lekkersmaak granite,ms?,2775,,75.18,0.11,13.44,0.6,,,0.01,0.09,0.59,3.98,4.61,,,,,,,,,,0.83,,,1.18,0.82,1.23,,,,,,,,,,,,,1.63,0.14,11.64285714,61.2,1.89,32.38095238
MPG,Jaguin 2012,09-108,South Africa,Murchison,,Willie,Ms-Bt,2775,,73.42,0.17,14.15,0.96,,,0.02,0.21,0.71,4.59,3.87,0.06,,,,,,,,,1,,,1.19,0.82,1.22,,,,,,,,,,,,,5.39,1.12,4.8125,99.97,3.25,30.76
